Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274	1/36	0.0354073301248565	0.116856913717088	0	0	29.9924812030075	100.199973367323	HSPA1A
HDR Thru Single Strand Annealing (SSA) R-HSA-5685938	1/37	0.0363736593292806	0.116856913717088	0	0	29.1578947368421	96.6266509340829	RRAD
FCGR3A-mediated IL10 Synthesis R-HSA-9664323	1/38	0.0373390688738263	0.116856913717088	0	0	28.3684210526316	93.2672856226179	IL10
NGF-stimulated Transcription R-HSA-9031628	1/39	0.0383035595748703	0.116856913717088	0	0	27.6204986149584	90.1039343967808	RRAD
Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	1/40	0.039267132268101	0.116856913717088	0	0	26.9109311740891	87.1205723383493	RRAD
Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	1/41	0.0402297877766736	0.116856913717088	0	0	26.2368421052632	84.3028454099992	RRAD
GPER1 Signaling R-HSA-9634597	1/43	0.0421523505298068	0.116856913717088	0	0	24.984962406015	79.1140047439502	GPER1
Homologous DNA Pairing And Strand Exchange R-HSA-5693579	1/43	0.0421523505298068	0.116856913717088	0	0	24.984962406015	79.1140047439502	RRAD
TNF Signaling R-HSA-75893	1/44	0.0431122594296054	0.116856913717088	0	0	24.4026927784578	76.7207942465503	TNF
Interleukin-12 Signaling R-HSA-9020591	1/44	0.0431122594296054	0.116856913717088	0	0	24.4026927784578	76.7207942465503	IL10
Diseases Of DNA Repair R-HSA-9675135	1/51	0.0498060789247287	0.129145373386136	0	0	20.9789473684211	62.9288330908361	RRAD
Nuclear Receptor Transcription Pathway R-HSA-383280	1/53	0.0517104132281891	0.129145373386136	0	0	20.17004048583	59.7455982870142	NR4A1
AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408	1/54	0.0526612202157059	0.129145373386136	0	0	19.7884806355511	58.2548323012124	HSPA1A
Interleukin-12 Family Signaling R-HSA-447115	1/54	0.0526612202157059	0.129145373386136	0	0	19.7884806355511	58.2548323012124	IL10
Regulated Necrosis R-HSA-5218859	1/57	0.0555082103235645	0.13296152705412	0	0	18.7255639097744	54.1398060702703	IRF1
O-linked Glycosylation Of Mucins R-HSA-913709	1/59	0.0574016861834188	0.134372129020276	0	0	18.0780399274047	51.6612820658813	GALNT9
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725	1/61	0.0592915555925577	0.135711782800743	0	0	17.4736842105263	49.3681970360476	RRAD
HDR Thru Homologous Recombination (HRR) R-HSA-5685942	1/67	0.0649395901837057	0.145408212802645	0	0	15.8803827751196	43.4216960507128	RRAD
Interferon Alpha/Beta Signaling R-HSA-909733	1/72	0.0696216623496152	0.152575132383199	0	0	14.7583395107487	39.3262450348165	IRF1
G2/M DNA Damage Checkpoint R-HSA-69473	1/77	0.0742814572247087	0.15634930623482	0	0	13.7839335180055	35.8367650118558	RRAD
Signaling By Interleukins R-HSA-449147	2/453	0.0743797670437493	0.15634930623482	0	0	4.81128356738113	12.502463502441	IL10;TNF
Processing Of DNA Double-Strand Break Ends R-HSA-5693607	1/80	0.0770666828500711	0.158757366671146	0	0	13.2584943371086	33.9826376278017	RRAD
Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	1/84	0.0807679353123667	0.163119555630858	0	0	12.6169942929613	31.7465685474136	TNF
Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531	1/88	0.0844550840845328	0.163529123088554	0	0	12.0344827586207	29.7436505826784	HSPA1A
Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	1/90	0.0862933855050247	0.163529123088554	0	0	11.762862211709	28.8190398166856	RRAD
MAPK6/MAPK4 Signaling R-HSA-5687128	1/90	0.0862933855050247	0.163529123088554	0	0	11.762862211709	28.8190398166856	DNAJB1
Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	1/92	0.0881281800641534	0.163529123088554	0	0	11.5031810294968	27.9408003283993	VNN1
Disease R-HSA-1643685	4/1736	0.0894880784743634	0.163529123088554	0	0	2.63394919168591	6.35743110823551	IL10;NR4A1;RRAD;HSPA1A
Signal Transduction R-HSA-162582	5/2465	0.0904966991849277	0.163529123088554	0	0	2.3739837398374	5.70335801133782	DNAJB1;NR4A1;RRAD;GPER1;TNF
TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541	1/100	0.0954324164624815	0.169474808545441	0	0	10.5693779904306	24.8310303892707	TNF
MHC Class II Antigen Presentation R-HSA-2132295	1/104	0.0990636578243203	0.171613968446795	0	0	10.1568727644354	23.4826149464007	IFI30
PI3K/AKT Signaling In Cancer R-HSA-2219528	1/105	0.0999693020078419	0.171613968446795	0	0	10.0587044534413	23.1641112236775	NR4A1
O-linked Glycosylation R-HSA-5173105	1/107	0.101777996490172	0.171854649811274	0	0	9.86792452830189	22.5478260801039	GALNT9
HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567	1/114	0.108081273165397	0.176704303746601	0	0	9.25337680484397	20.5875771592915	RRAD
Signaling By NTRK1 (TRKA) R-HSA-187037	1/114	0.108081273165397	0.176704303746601	0	0	9.25337680484397	20.5875771592915	RRAD
Homology Directed Repair R-HSA-5693538	1/119	0.112557861721678	0.181147808708325	0	0	8.85905441570027	19.3507250391397	RRAD
Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849	1/122	0.115233560636148	0.182600873008049	0	0	8.63810352327099	18.6651644082731	VNN1
Signaling By NTRKs R-HSA-166520	1/132	0.124097314266769	0.193667020749655	0	0	7.97468862997188	16.6406968663328	RRAD
Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231	1/136	0.127619140714562	0.196190619307461	0	0	7.73684210526316	15.9278748587899	IRF1
Death Receptor Signaling R-HSA-73887	1/139	0.130251677909176	0.19729298271537	0	0	7.5675057208238	15.4247463856095	TNF
G2/M Checkpoints R-HSA-69481	1/148	0.138104083608942	0.204487965619395	0	0	7.10096670247046	14.0581221352864	RRAD
DNA Double-Strand Break Repair R-HSA-5693532	1/149	0.138972403819006	0.204487965619395	0	0	7.05263157894737	13.9182266577843	RRAD
G Alpha (S) Signaling Events R-HSA-418555	1/153	0.142437381264274	0.205843537912801	0	0	6.86565096952909	13.380143154068	GPER1
Regulation Of TP53 Activity R-HSA-5633007	1/157	0.14588910939451	0.205843537912801	0	0	6.68825910931174	12.8742866127738	RRAD
Influenza Infection R-HSA-168255	1/157	0.14588910939451	0.205843537912801	0	0	6.68825910931174	12.8742866127738	HSPA1A
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851	1/165	0.152753009510351	0.212615675399543	0	0	6.3594351732991	11.9489524744733	IL10
Metabolism Of Vitamins And Cofactors R-HSA-196854	1/186	0.170522303505939	0.23418396348149	0	0	5.63157894736842	9.96163905765557	VNN1
Peptide Ligand-Binding Receptors R-HSA-375276	1/196	0.178858890862964	0.242400865248491	0	0	5.34008097165992	9.19112363627508	GPER1
Programmed Cell Death R-HSA-5357801	1/208	0.188757738670154	0.252494117961375	0	0	5.02745995423341	8.38223819217373	IRF1
Leishmania Infection R-HSA-9658195	1/247	0.220151963295075	0.290713489992215	0	0	4.22207958921694	6.3898524334129	IL10
PIP3 Activates AKT Signaling R-HSA-1257604	1/268	0.236574945871298	0.307576140310655	0	0	3.88586635127144	5.60143836252701	NR4A1
Cell Cycle Checkpoints R-HSA-69620	1/271	0.238894089561674	0.307576140310655	0	0	3.84210526315789	5.50087644514777	RRAD
Infectious Disease R-HSA-5663205	2/961	0.249445715817026	0.317196404063626	0	0	2.20380025489515	3.06000741751544	IL10;HSPA1A
Intracellular Signaling By Second Messengers R-HSA-9006925	1/306	0.265460941136363	0.3309805249785	0	0	3.39516824849008	4.50296942391665	NR4A1
DNA Repair R-HSA-73894	1/310	0.268440429741813	0.3309805249785	0	0	3.35053653551354	4.40637855884445	RRAD
G Alpha (I) Signaling Events R-HSA-418594	1/312	0.26992586503101	0.3309805249785	0	0	3.32865121001862	4.35922802632116	GPER1
MAPK Family Signaling Cascades R-HSA-5683057	1/318	0.274364997838109	0.332465820909709	0	0	3.26465216669434	4.22216142588564	DNAJB1
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	1/327	0.28097564744879	0.336517345200295	0	0	3.1730707135938	4.02817290084005	GPER1
Transcriptional Regulation By TP53 R-HSA-3700989	1/354	0.300466037432065	0.355724159258651	0	0	2.92634560906516	3.51869810138613	RRAD
Generic Transcription Pathway R-HSA-212436	2/1190	0.335823925911141	0.393066640555085	0	0	1.75757575757576	1.91781092760688	NR4A1;RRAD
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	1/424	0.348686384714268	0.403535928377186	0	0	2.43337066069429	2.56375643242231	NR4A1
GPCR Ligand Binding R-HSA-500792	1/458	0.370951841265301	0.424533773892511	0	0	2.24841644592883	2.22971643989535	GPER1
RNA Polymerase II Transcription R-HSA-73857	2/1312	0.381158229105643	0.43142085272397	0	0	1.58354537743851	1.52739395191697	NR4A1;RRAD
Signaling By Receptor Tyrosine Kinases R-HSA-9006934	1/496	0.394980629973201	0.442206574861302	0	0	2.07177033492823	1.92450590234514	RRAD
Post-translational Protein Modification R-HSA-597592	2/1383	0.407062989461655	0.450833203382263	0	0	1.49641966368976	1.3449630494291	VNN1;GALNT9
Gene Expression (Transcription) R-HSA-74160	2/1449	0.430746421716349	0.471988100391318	0	0	1.42309759655993	1.19858361564744	NR4A1;RRAD
Hemostasis R-HSA-109582	1/576	0.442748133763676	0.480032187133249	0	0	1.77620137299771	1.44716755965463	IRF1
GPCR Downstream Signaling R-HSA-388396	1/619	0.46692000872613	0.500966259362411	0	0	1.64895247828309	1.25583779405388	GPER1
Cell Cycle R-HSA-1640170	1/654	0.485856031883858	0.515908982309663	0	0	1.55774965745144	1.12445057640892	RRAD
Metabolism Of RNA R-HSA-8953854	1/666	0.492199967689978	0.517312210939467	0	0	1.52869014641868	1.08364290002509	HSPA1A
Signaling By GPCR R-HSA-372790	1/689	0.504151901154889	0.524521674938925	0	0	1.47582619339045	1.01076039748116	GPER1
Adaptive Immune System R-HSA-1280218	1/733	0.526275763385858	0.542064036287434	0	0	1.3839516824849	0.888400018606049	IFI30
Metabolism Of Proteins R-HSA-392499	2/1890	0.576143792191278	0.587552580155461	0	0	1.06473634651601	0.5870935028778	VNN1;GALNT9
Developmental Biology R-HSA-1266738	1/1073	0.668256222226834	0.674807753817293	0	0	0.928318931657502	0.374190148784919	TNF
Metabolism R-HSA-1430728	1/2049	0.884997681429992	0.884997681429992	0	0	0.460834703947368	0.0563002927552712	VNN1
