Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)	1/35	0.0344400804224879	0.0987282305444653	0	0	30.8761609907121	104.007406246565	KANK2
Heterochromatin Organization (GO:0070828)	1/39	0.0383035595748703	0.105530417970521	0	0	27.6204986149584	90.1039343967808	PRDM16
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	3/763	0.0388748160317394	0.105530417970521	0	0	4.46284829721362	14.4926921229353	KANK2;PRDM16;CRY1
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	1/40	0.039267132268101	0.105530417970521	0	0	26.9109311740891	87.1205723383493	KANK2
Acylglycerol Metabolic Process (GO:0006639)	1/41	0.0402297877766736	0.105911073942671	0	0	26.2368421052632	84.3028454099992	DGKH
Lipid Modification (GO:0030258)	1/42	0.0411915269172123	0.106274139446408	0	0	25.5956354300385	81.637860253859	DGKH
Regulation Of Transport (GO:0051049)	1/44	0.0431122594296054	0.106951566661906	0	0	24.4026927784578	76.7207942465503	PLD1
Positive Regulation Of Osteoblast Differentiation (GO:0045669)	1/44	0.0431122594296054	0.106951566661906	0	0	24.4026927784578	76.7207942465503	TP63
Epithelial Cell Migration (GO:0010631)	1/46	0.0450293363875486	0.109599705547052	0	0	23.3157894736842	72.2892315410458	KANK2
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321)	1/54	0.0526612202157059	0.123497047781614	0	0	19.7884806355511	58.2548323012124	CRY1
Negative Regulation Of Protein Ubiquitination (GO:0031397)	1/54	0.0526612202157059	0.123497047781614	0	0	19.7884806355511	58.2548323012124	CRY1
Response To Peptide Hormone (GO:0043434)	1/55	0.0536111215176	0.123497047781614	0	0	19.4210526315789	56.8259755572198	CRY1
Signal Transduction In Response To DNA Damage (GO:0042770)	1/57	0.0555082103235645	0.125327952412189	0	0	18.7255639097744	54.1398060702703	CRY1
Phospholipid Transport (GO:0015914)	1/59	0.0574016861834188	0.125327952412189	0	0	18.0780399274047	51.6612820658813	PRELID2
Glucose Metabolic Process (GO:0006006)	1/59	0.0574016861834188	0.125327952412189	0	0	18.0780399274047	51.6612820658813	CRY1
Response To Light Stimulus (GO:0009416)	1/60	0.058347071283324	0.125327952412189	0	0	17.7707404103479	50.4928242032279	CRY1
Fat Cell Differentiation (GO:0045444)	1/62	0.0602351399190366	0.125327952412189	0	0	17.1863675582399	48.2850889542995	PRDM16
Glycerophospholipid Metabolic Process (GO:0006650)	1/62	0.0602351399190366	0.125327952412189	0	0	17.1863675582399	48.2850889542995	DGKH
Negative Regulation Of Cell Death (GO:0060548)	1/64	0.0621196118687717	0.127197300493199	0	0	16.6390977443609	46.2349532274794	KANK2
Phospholipid Metabolic Process (GO:0006644)	1/69	0.0668150987603724	0.129490648405235	0	0	15.4117647058824	41.7015566467034	PLD1
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	1/70	0.0677515123929905	0.129490648405235	0	0	15.187643020595	40.8837452863319	CRY1
Regulation Of Notch Signaling Pathway (GO:0008593)	1/70	0.0677515123929905	0.129490648405235	0	0	15.187643020595	40.8837452863319	TP63
Synapse Assembly (GO:0007416)	1/71	0.0686870333104677	0.129490648405235	0	0	14.9699248120301	40.092375405172	FARP1
Kidney Development (GO:0001822)	1/71	0.0686870333104677	0.129490648405235	0	0	14.9699248120301	40.092375405172	KANK2
Second-Messenger-Mediated Signaling (GO:0019932)	1/72	0.0696216623496152	0.129490648405235	0	0	14.7583395107487	39.3262450348165	PPP1R9A
Regulation Of Rho Protein Signal Transduction (GO:0035023)	1/73	0.0705554002871622	0.129490648405235	0	0	14.5526315789474	38.5842224505161	KANK2
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)	1/75	0.0724202061022377	0.129490648405235	0	0	14.1578947368421	37.1682953065987	PLD1
Regulation Of Ras Protein Signal Transduction (GO:0046578)	1/76	0.0733512756104792	0.129490648405235	0	0	13.9684210526316	36.4924355190928	KANK2
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	1/77	0.0742814572247087	0.129490648405235	0	0	13.7839335180055	35.8367650118558	FARP1
Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	1/77	0.0742814572247087	0.129490648405235	0	0	13.7839335180055	35.8367650118558	PRDM16
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)	1/79	0.0761391600452789	0.130100549530218	0	0	13.4291497975709	34.5826466431825	CRY1
Cytoskeleton-Dependent Cytokinesis (GO:0061640)	1/81	0.0779933209779837	0.130100549530218	0	0	13.0921052631579	33.3996897897899	SEPTIN10
Regulation Of Cell Division (GO:0051302)	1/83	0.079843946410372	0.130100549530218	0	0	12.7715019255456	32.2822855583426	TP63
Positive Regulation Of Protein Ubiquitination (GO:0031398)	1/84	0.0807679353123667	0.130100549530218	0	0	12.6169942929613	31.7465685474136	CRY1
Calcium-Mediated Signaling (GO:0019722)	1/85	0.0816910427282764	0.130100549530218	0	0	12.4661654135338	31.2253872490644	PPP1R9A
Positive Regulation Of Amide Metabolic Process (GO:0034250)	1/85	0.0816910427282764	0.130100549530218	0	0	12.4661654135338	31.2253872490644	PLD1
Regulation Of Osteoblast Differentiation (GO:0045667)	1/85	0.0816910427282764	0.130100549530218	0	0	12.4661654135338	31.2253872490644	TP63
Glucose Homeostasis (GO:0042593)	1/87	0.0835346163259223	0.131414213488341	0	0	12.1750305997552	30.2244424378913	CRY1
Regulation Of Vesicle-Mediated Transport (GO:0060627)	1/89	0.0853746735440269	0.132690757676861	0	0	11.8971291866029	29.2753346130257	PLD1
Cell Junction Assembly (GO:0034329)	1/95	0.0908738104379916	0.139556208886916	0	0	11.1343784994401	26.7033954953546	FARP1
Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)	1/98	0.093611586019575	0.142069348194414	0	0	10.7883884970157	25.5533890867207	PRDM16
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	1/106	0.100874081304209	0.145543754256981	0	0	9.96240601503759	22.8525864218512	KANK2
Regulation Of Cellular Response To Stress (GO:0080135)	1/107	0.101777996490172	0.145543754256981	0	0	9.86792452830189	22.5478260801039	CRY1
Positive Regulation Of Metabolic Process (GO:0009893)	1/108	0.102681048336428	0.145543754256981	0	0	9.77520905066404	22.2496242234017	PRDM16
Positive Regulation Of Translation (GO:0045727)	1/108	0.102681048336428	0.145543754256981	0	0	9.77520905066404	22.2496242234017	PLD1
Lipid Transport (GO:0006869)	1/108	0.102681048336428	0.145543754256981	0	0	9.77520905066404	22.2496242234017	PRELID2
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)	1/111	0.105385031694224	0.145543754256981	0	0	9.50717703349282	21.3924286307087	PRDM16
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	1/111	0.105385031694224	0.145543754256981	0	0	9.50717703349282	21.3924286307087	PRDM16
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	2/557	0.105832128585665	0.145543754256981	0	0	3.88888888888889	8.73405996098543	PRDM16;TP63
Small GTPase Mediated Signal Transduction (GO:0007264)	1/112	0.106284638015436	0.145543754256981	0	0	9.42105263157895	21.1185567885448	PLD1
Regulation Of Protein Ubiquitination (GO:0031396)	1/113	0.107183384917932	0.145543754256981	0	0	9.33646616541353	20.8503272666542	CRY1
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	1/122	0.115233560636148	0.154845097104823	0	0	8.63810352327099	18.6651644082731	PLD1
Synapse Organization (GO:0050808)	1/131	0.123214749567927	0.163352587147074	0	0	8.03643724696356	16.8269053900469	FARP1
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	1/132	0.124097314266769	0.163352587147074	0	0	7.97468862997188	16.6406968663328	PPP1R9A
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	1/137	0.12849749305348	0.16743612731211	0	0	7.67956656346749	15.7572870452961	CRY1
Actin Filament Organization (GO:0007015)	1/144	0.134622476766468	0.17078716651389	0	0	7.30106735369893	14.6406908144213	PPP1R9A
Ras Protein Signal Transduction (GO:0007265)	1/144	0.134622476766468	0.17078716651389	0	0	7.30106735369893	14.6406908144213	PLD1
Regulation Of Cold-Induced Thermogenesis (GO:0120161)	1/146	0.136364946906439	0.17078716651389	0	0	7.19963702359347	14.344704787789	PRDM16
Neuron Projection Morphogenesis (GO:0048812)	1/146	0.136364946906439	0.17078716651389	0	0	7.19963702359347	14.344704787789	FARP1
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	4/2028	0.137925006099291	0.17108005564239	0	0	2.21788537549407	4.39373112316042	KANK2;PRDM16;CRY1;TP63
Neuron Development (GO:0048666)	1/150	0.139839892947361	0.171803297049615	0	0	7.00494524902861	13.7805285047067	PPP1R9A
Epithelium Development (GO:0060429)	1/154	0.14330155356212	0.174395286882203	0	0	6.82043343653251	13.2507660639156	KANK2
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	1/174	0.160412253740711	0.193394212453755	0	0	6.02585944630362	11.0273721480179	PLD1
Neuron Projection Development (GO:0031175)	1/192	0.175533852908093	0.209665435418	0	0	5.45301736015431	9.48783229076986	PPP1R9A
Regulation Of Programmed Cell Death (GO:0043067)	1/195	0.178028827720883	0.209752699284749	0	0	5.36787845903418	9.26393718708641	KANK2
Positive Regulation Of Protein Metabolic Process (GO:0051247)	1/196	0.178858890862964	0.209752699284749	0	0	5.34008097165992	9.19112363627508	PLD1
Regulation Of Translation (GO:0006417)	1/202	0.183822571314323	0.213631636932862	0	0	5.17910447761194	8.77228571204829	PLD1
Chromatin Remodeling (GO:0006338)	1/228	0.205004355383459	0.234031520747489	0	0	4.57987479712497	7.25783775667	PRDM16
Apoptotic Process (GO:0006915)	1/228	0.205004355383459	0.234031520747489	0	0	4.57987479712497	7.25783775667	TP63
Positive Regulation Of Signal Transduction (GO:0009967)	1/266	0.235025122191798	0.265949480374929	0	0	3.91559086395233	5.67002173483399	TP63
Positive Regulation Of Apoptotic Process (GO:0043065)	1/270	0.23812178632954	0.267110525534875	0	0	3.8565838387791	5.53409379242142	TP63
Positive Regulation Of Cell Differentiation (GO:0045597)	1/283	0.248103908200482	0.275908656533294	0	0	3.67637178051512	5.12452269722085	TP63
Supramolecular Fiber Organization (GO:0097435)	1/316	0.272888143851975	0.300876671426536	0	0	3.28571428571429	4.26713511950017	PPP1R9A
Regulation Of DNA-templated Transcription (GO:0006355)	3/1922	0.300864424821414	0.328911108491207	0	0	1.66088342580388	1.99487966120278	PRDM16;CRY1;TP63
Negative Regulation Of Cell Population Proliferation (GO:0008285)	1/379	0.318064298808332	0.34217391765133	0	0	2.72932330827068	3.1264445416874	KANK2
Negative Regulation Of Programmed Cell Death (GO:0043069)	1/381	0.31945383948605	0.34217391765133	0	0	2.71468144044321	3.09783834652431	KANK2
DNA Damage Response (GO:0006974)	1/384	0.321533108141076	0.34217391765133	0	0	2.69300535935138	3.05563135073167	CRY1
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	1/387	0.323606340724513	0.34217391765133	0	0	2.67166621216253	3.01424729047918	PRDM16
Phosphorylation (GO:0016310)	1/429	0.352007029159232	0.367006202741387	0	0	2.40432857845548	2.5103694091759	DGKH
Nervous System Development (GO:0007399)	1/433	0.354651958137912	0.367006202741387	0	0	2.38157894736842	2.4687884865052	FARP1
Positive Regulation Of DNA-templated Transcription (GO:0045893)	2/1243	0.35562616544708	0.367006202741387	0	0	1.67776882442475	1.73460357375024	PRDM16;TP63
Positive Regulation Of Gene Expression (GO:0010628)	1/480	0.384971504778516	0.394137492987528	0	0	2.14273156795957	2.04542147295669	PLD1
Negative Regulation Of Cellular Process (GO:0048523)	1/537	0.419927494033212	0.42654052543531	0	0	1.90926944226237	1.65662195691449	KANK2
Regulation Of Cell Population Proliferation (GO:0042127)	1/766	0.542249766136237	0.546486092434177	0	0	1.32198142414861	0.809090388107767	KANK2
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	1/938	0.617556636449859	0.617556636449859	0	0	1.06965118238499	0.51555528575823	TP63
