Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Response To Glucocorticoid (GO:0051384)	2/26	0.000304341581174277	0.00385027488741411	0	0	92.3888888888889	748.106080866866	IL10;TNF
Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	2/26	0.000304341581174277	0.00385027488741411	0	0	92.3888888888889	748.106080866866	HSPA1B;HSPA1A
Positive Regulation Of Microtubule Polymerization (GO:0031116)	2/29	0.000379510134877263	0.00439262794411129	0	0	82.1111111111111	646.758779988934	HSPA1B;HSPA1A
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)	2/29	0.000379510134877263	0.00439262794411129	0	0	82.1111111111111	646.758779988934	HSPA1B;HSPA1A
Regulation Of Spindle Assembly (GO:0090169)	2/29	0.000379510134877263	0.00439262794411129	0	0	82.1111111111111	646.758779988934	HSPA1B;HSPA1A
Response To Steroid Hormone (GO:0048545)	2/29	0.000379510134877263	0.00439262794411129	0	0	82.1111111111111	646.758779988934	HSPA1B;HSPA1A
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	4/364	0.000415092204007807	0.00470437831208848	0	0	13.625	106.098009670583	GPER1;TNF;HSPA1B;HSPA1A
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)	2/31	0.000434140102652416	0.00481984113965131	0	0	76.4406130268199	591.814176843113	GPER1;TNF
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	3/152	0.000446186551915373	0.00484165666824762	0	0	23.4871693643901	181.198189819171	TNF;HSPA1B;HSPA1A
Negative Regulation Of Fat Cell Differentiation (GO:0045599)	2/32	0.000462805416817787	0.00484165666824762	0	0	73.8888888888889	567.333951749718	GPER1;TNF
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205)	2/32	0.000462805416817787	0.00484165666824762	0	0	73.8888888888889	567.333951749718	HSPA1B;HSPA1A
ATP Metabolic Process (GO:0046034)	2/34	0.000522828477831555	0.00526701281371048	0	0	69.2638888888889	523.375752602155	HSPA1B;HSPA1A
Negative Regulation Of Interleukin-6 Production (GO:0032715)	2/34	0.000522828477831555	0.00526701281371048	0	0	69.2638888888889	523.375752602155	IL10;TNF
Regulation Of Apoptotic Process (GO:0042981)	5/705	0.000535231355982997	0.00529392468463182	0	0	9.18095238095238	69.1583833406657	IL10;GPER1;TNF;HSPA1B;HSPA1A
Regulation Of Erythrocyte Differentiation (GO:0045646)	2/36	0.000586430503116779	0.00552534138650293	0	0	65.1830065359477	485.056500581384	HSPA1B;HSPA1A
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)	2/36	0.000586430503116779	0.00552534138650293	0	0	65.1830065359477	485.056500581384	HSPA1B;HSPA1A
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	2/37	0.000619569530471836	0.00552534138650293	0	0	63.3174603174603	467.693510557712	IL10;GPER1
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)	2/37	0.000619569530471836	0.00552534138650293	0	0	63.3174603174603	467.693510557712	IL10;TNF
Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894)	2/37	0.000619569530471836	0.00552534138650293	0	0	63.3174603174603	467.693510557712	IL10;TNF
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	2/37	0.000619569530471836	0.00552534138650293	0	0	63.3174603174603	467.693510557712	IL10;GPER1
Regulation Of Mitotic Spindle Organization (GO:0060236)	2/39	0.00068851543924297	0.00604116772497058	0	0	59.8888888888889	436.049371955513	HSPA1B;HSPA1A
Regulation Of Cell Population Proliferation (GO:0042127)	5/766	0.000780507715900855	0.00673962218174707	0	0	8.41830924222514	60.2377668205097	IL10;GPER1;IRF1;HSPA1B;HSPA1A
Positive Regulation Of miRNA Transcription (GO:1902895)	2/43	0.000837033022289813	0.00700532252501013	0	0	54.0352303523035	382.874569736699	IL10;TNF
mRNA Catabolic Process (GO:0006402)	2/43	0.000837033022289813	0.00700532252501013	0	0	54.0352303523035	382.874569736699	HSPA1B;HSPA1A
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961)	2/44	0.000876366632994734	0.00722338558104751	0	0	52.7460317460317	371.317612333221	HSPA1B;HSPA1A
Positive Regulation Of Cell-Cell Adhesion (GO:0022409)	2/46	0.000957667561741791	0.00777568885951544	0	0	50.3434343434343	349.93770815567	IL10;TNF
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	2/47	0.000999631645055733	0.00799705316044586	0	0	49.2222222222222	340.033199987899	IL10;TNF
Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803)	2/48	0.00104246932126757	0.00821888856187765	0	0	48.1497584541063	330.60409153415	HSPA1B;HSPA1A
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	2/49	0.00108617897822587	0.00844116234506962	0	0	47.1229314420804	321.618213570296	IL10;TNF
Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)	2/51	0.00117620779625316	0.00885045883159344	0	0	45.1950113378685	304.861129772852	GPER1;TNF
Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)	2/51	0.00117620779625316	0.00885045883159344	0	0	45.1950113378685	304.861129772852	GPER1;TNF
Negative Regulation Of Apoptotic Process (GO:0043066)	4/482	0.00118765348291603	0.00885045883159344	0	0	10.1997907949791	68.7035038145738	IL10;TNF;HSPA1B;HSPA1A
Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	2/53	0.00126970524314654	0.00933404935502318	0	0	43.4183006535948	289.555366108661	IL10;TNF
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321)	2/54	0.00131775069392265	0.00943232075649894	0	0	42.5811965811966	282.391215007532	HSPA1B;HSPA1A
Negative Regulation Of Protein Ubiquitination (GO:0031397)	2/54	0.00131775069392265	0.00943232075649894	0	0	42.5811965811966	282.391215007532	HSPA1B;HSPA1A
RNA Catabolic Process (GO:0006401)	2/57	0.00146705476419476	0.0103646466457396	0	0	40.2525252525253	262.627538609776	HSPA1B;HSPA1A
Regulation Of miRNA Transcription (GO:1902893)	2/59	0.00157088129179789	0.0109558900351032	0	0	38.8362573099415	250.731478697401	IL10;TNF
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	2/60	0.00162407692482082	0.0111835170519307	0	0	38.1647509578544	245.125160526727	GPER1;TNF
Regulation Of Inflammatory Response (GO:0050727)	3/240	0.00167277027221476	0.0113748378510604	0	0	14.7006701414743	93.9854148630106	IL10;GPER1;TNF
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	2/62	0.00173302499307072	0.0116390814349441	0	0	36.8888888888889	234.535381448665	GPER1;TNF
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	2/64	0.00184537157111637	0.0122424650571623	0	0	35.6953405017921	224.704832338063	GPER1;TNF
Regulation Of Neurogenesis (GO:0050767)	2/67	0.00202023599767651	0.0132410648522412	0	0	34.042735042735	211.219543413636	GPER1;TNF
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	2/69	0.00214102361124419	0.0138656767204386	0	0	33.0232172470978	202.976255104392	GPER1;TNF
Regulation Of Fat Cell Differentiation (GO:0045598)	2/75	0.00252346279550895	0.0161501618912573	0	0	30.2998477929985	181.257422302703	GPER1;TNF
Positive Regulation Of Synaptic Transmission (GO:0050806)	2/77	0.00265759298456393	0.0168108207395672	0	0	29.4888888888889	174.878973931639	GPER1;TNF
Positive Regulation Of Protein Localization To Membrane (GO:1905477)	2/79	0.00279502765742324	0.017476954547566	0	0	28.7200577200577	168.871448707322	GPER1;TNF
Regulation Of Protein Localization To Plasma Membrane (GO:1903076)	2/80	0.00286498029969687	0.017710787307217	0	0	28.3504273504273	165.997246592335	GPER1;TNF
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)	2/82	0.00300734846027693	0.0182470920280959	0	0	27.6388888888889	160.490639337902	TNF;HSPA1A
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	2/83	0.00307976089075036	0.0182470920280959	0	0	27.2962962962963	157.851842417783	HSPA1B;HSPA1A
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	2/83	0.00307976089075036	0.0182470920280959	0	0	27.2962962962963	157.851842417783	HSPA1B;HSPA1A
Regulation Of Cell Cycle (GO:0051726)	3/298	0.00309362652823196	0.0182470920280959	0	0	11.7756729810568	68.0446811418617	NR4A1;GPER1;IRF1
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)	2/84	0.00315299016661952	0.0182470920280959	0	0	26.9620596205962	155.285394489821	GPER1;TNF
Purine Ribonucleotide Metabolic Process (GO:0009150)	2/84	0.00315299016661952	0.0182470920280959	0	0	26.9620596205962	155.285394489821	HSPA1B;HSPA1A
mRNA Metabolic Process (GO:0016071)	2/85	0.00322703474828872	0.0184790200323059	0	0	26.6358768406961	152.788492938563	HSPA1B;HSPA1A
Regulation Of Insulin Secretion (GO:0050796)	2/87	0.00337756368483344	0.0191395275473895	0	0	26.0065359477124	147.992809918245	GPER1;TNF
Cellular Response To Chemical Stress (GO:0062197)	2/89	0.00353133542895987	0.0196025150342262	0	0	25.4061302681992	143.445022925287	HSPA1B;HSPA1A
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	2/89	0.00353133542895987	0.0196025150342262	0	0	25.4061302681992	143.445022925287	NR4A1;GPER1
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)	2/90	0.00360943352775195	0.0196353183909706	0	0	25.1161616161616	141.258427588724	HSPA1B;HSPA1A
Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)	2/90	0.00360943352775195	0.0196353183909706	0	0	25.1161616161616	141.258427588724	GPER1;TNF
Regulation Of Gene Expression (GO:0010468)	5/1127	0.00429006424015654	0.023106880659853	0	0	5.60249554367201	30.5417443423139	IL10;GPER1;TNF;HSPA1B;HSPA1A
Negative Regulation Of Morphogenesis Of An Epithelium (GO:1905331)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	TNF
Regulation Of Immunoglobulin Mediated Immune Response (GO:0002889)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	IL10
Positive Regulation Of Podosome Assembly (GO:0071803)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	TNF
Inflammatory Response To Wounding (GO:0090594)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	TNF
Positive Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905065)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	GPER1
Regulation Of Type B Pancreatic Cell Proliferation (GO:0061469)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	NR4A1
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	TNF
Regulation Of Vitamin D Biosynthetic Process (GO:0060556)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	TNF
Positive Regulation Of T Cell Differentiation In Thymus (GO:0033089)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	VNN1
Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	TNF
Positive Regulation Of Fever Generation (GO:0031622)	1/5	0.00499044069595166	0.0242392833803366	0	0	262.842105263158	1393.12388948095	TNF
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	2/109	0.00524473025955209	0.0250274847473363	0	0	20.6365524402908	108.352867949236	HSPA1B;HSPA1A
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	2/109	0.00524473025955209	0.0250274847473363	0	0	20.6365524402908	108.352867949236	GPER1;TNF
Negative Regulation Of Inflammatory Response (GO:0050728)	2/111	0.00543337203318059	0.0257022120526108	0	0	20.2558613659531	105.638273746519	IL10;GPER1
Negative Regulation Of Defense Response (GO:0031348)	2/112	0.00552885541810121	0.0259284254090264	0	0	20.0707070707071	104.323008640499	IL10;GPER1
Regulation Of Protein Ubiquitination (GO:0031396)	2/113	0.00562511182188501	0.0259817768589105	0	0	19.8888888888889	103.034676316011	HSPA1B;HSPA1A
Regulation Of Interleukin-6 Production (GO:0032675)	2/114	0.00572213976347082	0.0259817768589105	0	0	19.7103174603175	101.772498745837	IL10;TNF
Positive Regulation Of Gliogenesis (GO:0014015)	1/6	0.00598569086674517	0.0259817768589105	0	0	210.263157894737	1076.20748088462	TNF
Positive Regulation Of Lymphocyte Apoptotic Process (GO:0070230)	1/6	0.00598569086674517	0.0259817768589105	0	0	210.263157894737	1076.20748088462	IL10
Positive Regulation Of Neurotransmitter Secretion (GO:0001956)	1/6	0.00598569086674517	0.0259817768589105	0	0	210.263157894737	1076.20748088462	GPER1
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590)	1/6	0.00598569086674517	0.0259817768589105	0	0	210.263157894737	1076.20748088462	IFI30
Regulation Of Myosin-Light-Chain-Phosphatase Activity (GO:0035507)	1/6	0.00598569086674517	0.0259817768589105	0	0	210.263157894737	1076.20748088462	TNF
Regulation Of I-kappaB Phosphorylation (GO:1903719)	1/6	0.00598569086674517	0.0259817768589105	0	0	210.263157894737	1076.20748088462	TNF
Positive Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000343)	1/6	0.00598569086674517	0.0259817768589105	0	0	210.263157894737	1076.20748088462	TNF
Cellular Response To Oxidative Stress (GO:0034599)	2/117	0.00601783802246824	0.0259817768589105	0	0	19.1932367149758	98.1355416991869	HSPA1B;HSPA1A
Negative Regulation Of Programmed Cell Death (GO:0043069)	3/381	0.00614606283731607	0.0263264423897633	0	0	9.15126050420168	46.5977022760141	IL10;HSPA1B;HSPA1A
Cellular Response To Tumor Necrosis Factor (GO:0071356)	2/119	0.00621880080268648	0.0264299034114175	0	0	18.8632478632479	95.8286603462107	GPER1;TNF
Positive Regulation Of DNA-templated Transcription (GO:0045893)	5/1243	0.00650426017412616	0.026929913237123	0	0	5.0463112547119	25.4096804906695	IL10;NR4A1;GPER1;IRF1;TNF
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	2/123	0.00662986687072335	0.026929913237123	0	0	18.2359963269054	91.4748678127654	NR4A1;TNF
Negative Regulation Of Growth (GO:0045926)	2/124	0.00673452910886872	0.026929913237123	0	0	18.0856102003643	90.4372274339782	HSPA1B;HSPA1A
Cellular Response To Lipopolysaccharide (GO:0071222)	2/124	0.00673452910886872	0.026929913237123	0	0	18.0856102003643	90.4372274339782	IL10;TNF
Negative Regulation Of Cell Growth (GO:0030308)	2/125	0.00683994671117697	0.026929913237123	0	0	17.9376693766938	89.4188394665567	HSPA1B;HSPA1A
Regulation Of Chemokine (C-C Motif) Ligand 5 Production (GO:0071649)	1/7	0.00697999589418079	0.026929913237123	0	0	175.210526315789	869.868917789248	IL10
Positive Regulation Of Steroid Biosynthetic Process (GO:0010893)	1/7	0.00697999589418079	0.026929913237123	0	0	175.210526315789	869.868917789248	TNF
Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity (GO:1990264)	1/7	0.00697999589418079	0.026929913237123	0	0	175.210526315789	869.868917789248	PTPRB
Regulation Of Response To Wounding (GO:1903034)	1/7	0.00697999589418079	0.026929913237123	0	0	175.210526315789	869.868917789248	IL10
Regulation Of Vascular Wound Healing (GO:0061043)	1/7	0.00697999589418079	0.026929913237123	0	0	175.210526315789	869.868917789248	TNF
Cytoplasmic Sequestering Of NF-kappaB (GO:0007253)	1/7	0.00697999589418079	0.026929913237123	0	0	175.210526315789	869.868917789248	IL10
Regulation Of Alpha-Beta T Cell Proliferation (GO:0046640)	1/7	0.00697999589418079	0.026929913237123	0	0	175.210526315789	869.868917789248	IRF1
Negative Regulation Of Amyloid-Beta Clearance (GO:1900222)	1/7	0.00697999589418079	0.026929913237123	0	0	175.210526315789	869.868917789248	TNF
Positive Regulation Of Inositol Phosphate Biosynthetic Process (GO:0060732)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	GPER1
Regulation Of Endothelial Cell Development (GO:1901550)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	TNF
Regulation Of Glial Cell Proliferation (GO:0060251)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	TNF
Negative Regulation Of Oxidative Stress-Induced Neuron Death (GO:1903204)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	IL10
Regulation Of Interleukin-18 Production (GO:0032661)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	IL10
Negative Regulation Of Protein-Containing Complex Disassembly (GO:0043242)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	TNF
Neuronal Action Potential (GO:0019228)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	GPER1
Regulation Of Podosome Assembly (GO:0071801)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	TNF
Regulation Of CD8-positive, Alpha-Beta T Cell Proliferation (GO:2000564)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	IRF1
Regulation Of Cell Killing (GO:0031341)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	IL10
Endothelial Cell Chemotaxis (GO:0035767)	1/8	0.0079733565142536	0.0285362233141708	0	0	150.172932330827	725.583008139666	NR4A1
Regulation Of Protein Kinase B Signaling (GO:0051896)	2/136	0.00804897851392083	0.0286185902717185	0	0	16.4560530679934	79.3545451178123	GPER1;TNF
Regulation Of Complement-Dependent Cytotoxicity (GO:1903659)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	IL10
Negative Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034115)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	IL10
Negative Regulation Of Lipid Localization (GO:1905953)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	TNF
Type II Interferon-Mediated Signaling Pathway (GO:0060333)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	IRF1
Negative Regulation Of Receptor Binding (GO:1900121)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	IL10
Positive Regulation Of Smooth Muscle Contraction (GO:0045987)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	GPER1
Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	IRF1
Positive Regulation Of Cardiocyte Differentiation (GO:1905209)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	GPER1
Regulation Of Cell-Cell Adhesion Involved In Gastrulation (GO:0070587)	1/9	0.00896577349631742	0.0301072887777573	0	0	131.394736842105	619.439581424405	IL10
Negative Regulation Of Response To External Stimulus (GO:0032102)	2/146	0.00922563878501878	0.0307898619573633	0	0	15.3055555555556	71.7182954000521	IL10;GPER1
Epithelial Cell Apoptotic Process (GO:1904019)	1/10	0.0099572476243862	0.0318631923980358	0	0	116.789473684211	538.335775363175	IL10
Steroid Hormone Mediated Signaling Pathway (GO:0043401)	1/10	0.0099572476243862	0.0318631923980358	0	0	116.789473684211	538.335775363175	GPER1
Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206)	1/10	0.0099572476243862	0.0318631923980358	0	0	116.789473684211	538.335775363175	IL10
Negative Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901029)	1/10	0.0099572476243862	0.0318631923980358	0	0	116.789473684211	538.335775363175	HSPA1A
