Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
RSK Activation R-HSA-444257	1/7	0.0283534121633331	0.288485861116246	0	0	40.9711934156379	145.980685712207	RPS6KA6
Metabolism Of Carbohydrates R-HSA-71387	4/285	0.0297107052829995	0.288485861116246	0	0	3.58372114244	12.6012517652577	BGN;GPC3;GPC4;HS6ST2
Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174	1/8	0.0323385449223173	0.288485861116246	0	0	35.1164021164021	120.501772993178	BGN
Defective CHST3 Causes SEDCJD R-HSA-3595172	1/8	0.0323385449223173	0.288485861116246	0	0	35.1164021164021	120.501772993178	BGN
Defective CHSY1 Causes TPBS R-HSA-3595177	1/8	0.0323385449223173	0.288485861116246	0	0	35.1164021164021	120.501772993178	BGN
Transport Of Nucleotide Sugars R-HSA-727802	1/9	0.0363075324103128	0.288485861116246	0	0	30.7253086419753	101.876829307851	SLC35A2
Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755	2/74	0.037083027366283	0.288485861116246	0	0	6.89097222222222	22.7029688126705	RPS6KA6;GRIA3
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	3/182	0.0389055427688375	0.288485861116246	0	0	4.18761049430733	13.5955739146669	GABRQ;RPS6KA6;GRIA3
FGFR2b Ligand Binding And Activation R-HSA-190377	1/10	0.0402604390785999	0.288485861116246	0	0	27.3100137174211	87.7303044353751	FGF13
IRAK1 Recruits IKK Complex R-HSA-937039	1/10	0.0402604390785999	0.288485861116246	0	0	27.3100137174211	87.7303044353751	IKBKG
DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	2/81	0.0436780788630737	0.288485861116246	0	0	6.27816455696203	19.656361479076	OTUD5;IKBKG
Carnitine Metabolism R-HSA-200425	1/11	0.0441973291518993	0.288485861116246	0	0	24.5777777777778	76.6603234550211	MID1IP1
Dermatan Sulfate Biosynthesis R-HSA-2022923	1/11	0.0441973291518993	0.288485861116246	0	0	24.5777777777778	76.6603234550211	BGN
SUMOylation Of Immune Response Proteins R-HSA-4755510	1/11	0.0441973291518993	0.288485861116246	0	0	24.5777777777778	76.6603234550211	IKBKG
Signaling By Activated Point Mutants Of FGFR1 R-HSA-1839122	1/11	0.0441973291518993	0.288485861116246	0	0	24.5777777777778	76.6603234550211	FGF13
FGFR3 Mutant Receptor Activation R-HSA-2033514	1/12	0.0481182666384021	0.288485861116246	0	0	22.3423120089787	67.7886616344108	FGF13
POU5F1 (OCT4), SOX2, NANOG Activate Genes Related To Proliferation R-HSA-2892247	1/12	0.0481182666384021	0.288485861116246	0	0	22.3423120089787	67.7886616344108	FGF13
FGFR1c Ligand Binding And Activation R-HSA-190373	1/12	0.0481182666384021	0.288485861116246	0	0	22.3423120089787	67.7886616344108	FGF13
FGFR2c Ligand Binding And Activation R-HSA-190375	1/13	0.0520233153027185	0.288485861116246	0	0	20.4794238683128	60.5384730909755	FGF13
FGFR3 Ligand Binding And Activation R-HSA-190239	1/13	0.0520233153027185	0.288485861116246	0	0	20.4794238683128	60.5384730909755	FGF13
FGFRL1 Modulation Of FGFR1 Signaling R-HSA-5658623	1/13	0.0520233153027185	0.288485861116246	0	0	20.4794238683128	60.5384730909755	FGF13
Phospholipase C-mediated Cascade; FGFR3 R-HSA-5654227	1/13	0.0520233153027185	0.288485861116246	0	0	20.4794238683128	60.5384730909755	FGF13
Trafficking And Processing Of Endosomal TLR R-HSA-1679131	1/13	0.0520233153027185	0.288485861116246	0	0	20.4794238683128	60.5384730909755	TLR8
NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543	1/13	0.0520233153027185	0.288485861116246	0	0	20.4794238683128	60.5384730909755	IKBKG
FGFR4 Ligand Binding And Activation R-HSA-190322	1/14	0.0559125386720865	0.288485861116246	0	0	18.9031339031339	54.5160071629919	FGF13
CS/DS Degradation R-HSA-2024101	1/14	0.0559125386720865	0.288485861116246	0	0	18.9031339031339	54.5160071629919	BGN
Phospholipase C-mediated Cascade; FGFR4 R-HSA-5654228	1/15	0.0597860000469653	0.288485861116246	0	0	17.5520282186949	49.443778418362	FGF13
Visual Phototransduction R-HSA-2187338	2/98	0.0613052028461783	0.288485861116246	0	0	5.16197916666667	14.4116809295627	GPC3;GPC4
Phospholipase C-mediated Cascade: FGFR1 R-HSA-5654219	1/16	0.0636437624710049	0.288485861116246	0	0	16.3810699588477	45.1209029532028	FGF13
MAP3K8 (TPL2)-dependent MAPK1/3 Activation R-HSA-5684264	1/16	0.0636437624710049	0.288485861116246	0	0	16.3810699588477	45.1209029532028	IKBKG
FGFR1 Ligand Binding And Activation R-HSA-190242	1/16	0.0636437624710049	0.288485861116246	0	0	16.3810699588477	45.1209029532028	FGF13
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	2/103	0.066882632663012	0.288485861116246	0	0	4.90519801980198	13.2676578271532	TLR8;IKBKG
Activated Point Mutants Of FGFR2 R-HSA-2033519	1/17	0.0674858887584127	0.288485861116246	0	0	15.3564814814815	41.3985672573086	FGF13
Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993	1/17	0.0674858887584127	0.288485861116246	0	0	15.3564814814815	41.3985672573086	GRIA3
RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476	1/17	0.0674858887584127	0.288485861116246	0	0	15.3564814814815	41.3985672573086	IKBKG
SHC-mediated cascade:FGFR3 R-HSA-5654704	1/17	0.0674858887584127	0.288485861116246	0	0	15.3564814814815	41.3985672573086	FGF13
PI-3K cascade:FGFR3 R-HSA-5654710	1/18	0.0713124414727928	0.288485861116246	0	0	14.4524328249818	38.1643149446328	FGF13
Phospholipase C-mediated Cascade; FGFR2 R-HSA-5654221	1/18	0.0713124414727928	0.288485861116246	0	0	14.4524328249818	38.1643149446328	FGF13
JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321	1/18	0.0713124414727928	0.288485861116246	0	0	14.4524328249818	38.1643149446328	IKBKG
Regulation Of NF-kappa B Signaling R-HSA-9758274	1/18	0.0713124414727928	0.288485861116246	0	0	14.4524328249818	38.1643149446328	IKBKG
Ephrin Signaling R-HSA-3928664	1/18	0.0713124414727928	0.288485861116246	0	0	14.4524328249818	38.1643149446328	EFNB1
FRS-mediated FGFR3 Signaling R-HSA-5654706	1/19	0.0751234829363218	0.288485861116246	0	0	13.6488340192044	35.3316731109601	FGF13
TICAM1, RIP1-mediated IKK Complex Recruitment R-HSA-168927	1/19	0.0751234829363218	0.288485861116246	0	0	13.6488340192044	35.3316731109601	IKBKG
RAS Processing R-HSA-9648002	1/19	0.0751234829363218	0.288485861116246	0	0	13.6488340192044	35.3316731109601	ZDHHC9
Activated TAK1 Mediates P38 MAPK Activation R-HSA-450302	1/19	0.0751234829363218	0.288485861116246	0	0	13.6488340192044	35.3316731109601	IKBKG
SHC-mediated cascade:FGFR4 R-HSA-5654719	1/19	0.0751234829363218	0.288485861116246	0	0	13.6488340192044	35.3316731109601	FGF13
Signaling By FGFR2 IIIa TM R-HSA-8851708	1/19	0.0751234829363218	0.288485861116246	0	0	13.6488340192044	35.3316731109601	FGF13
Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200	2/112	0.0773246453637864	0.288485861116246	0	0	4.50181818181818	11.5234955376375	NDUFA1;SLC25A14
Syndecan Interactions R-HSA-3000170	1/20	0.0789190752282122	0.288485861116246	0	0	12.9298245614035	32.8331213455501	FGF13
PI-3K cascade:FGFR4 R-HSA-5654720	1/20	0.0789190752282122	0.288485861116246	0	0	12.9298245614035	32.8331213455501	FGF13
Chondroitin Sulfate Biosynthesis R-HSA-2022870	1/20	0.0789190752282122	0.288485861116246	0	0	12.9298245614035	32.8331213455501	BGN
SHC-mediated cascade:FGFR1 R-HSA-5654688	1/20	0.0789190752282122	0.288485861116246	0	0	12.9298245614035	32.8331213455501	FGF13
FGFR2 Ligand Binding And Activation R-HSA-190241	1/20	0.0789190752282122	0.288485861116246	0	0	12.9298245614035	32.8331213455501	FGF13
Transmission Across Chemical Synapses R-HSA-112315	3/246	0.0803648000860292	0.288485861116246	0	0	3.07469917174559	7.75186700937783	GABRQ;RPS6KA6;GRIA3
Diseases Of Metabolism R-HSA-5668914	3/247	0.0811223206289668	0.288485861116246	0	0	3.06194231168292	7.69097791741451	BGN;GPC3;GPC4
FRS-mediated FGFR4 Signaling R-HSA-5654712	1/21	0.0826992801866571	0.288485861116246	0	0	12.2827160493827	30.6152148710816	FGF13
Synaptic Adhesion-Like Molecules R-HSA-8849932	1/21	0.0826992801866571	0.288485861116246	0	0	12.2827160493827	30.6152148710816	GRIA3
PI-3K cascade:FGFR1 R-HSA-5654689	1/21	0.0826992801866571	0.288485861116246	0	0	12.2827160493827	30.6152148710816	FGF13
Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066	1/21	0.0826992801866571	0.288485861116246	0	0	12.2827160493827	30.6152148710816	GRIA3
ZBP1(DAI) Mediated Induction Of Type I IFNs R-HSA-1606322	1/21	0.0826992801866571	0.288485861116246	0	0	12.2827160493827	30.6152148710816	IKBKG
Signaling By FGFR3 In Disease R-HSA-5655332	1/21	0.0826992801866571	0.288485861116246	0	0	12.2827160493827	30.6152148710816	FGF13
FRS-mediated FGFR1 Signaling R-HSA-5654693	1/22	0.0864641594090479	0.294175350855069	0	0	11.6972369194591	28.6351318370452	FGF13
SHC-mediated cascade:FGFR2 R-HSA-5654699	1/22	0.0864641594090479	0.294175350855069	0	0	11.6972369194591	28.6351318370452	FGF13
SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671	2/121	0.0882418787407122	0.294175350855069	0	0	4.1594537815126	10.0977961898893	TLR8;IKBKG
PI-3K cascade:FGFR2 R-HSA-5654695	1/23	0.090213774262221	0.294175350855069	0	0	11.1649831649832	26.8581837840226	FGF13
IKK Complex Recruitment Mediated By RIP1 R-HSA-937041	1/23	0.090213774262221	0.294175350855069	0	0	11.1649831649832	26.8581837840226	IKBKG
Miscellaneous Transport And Binding Events R-HSA-5223345	1/23	0.090213774262221	0.294175350855069	0	0	11.1649831649832	26.8581837840226	MMGT1
FRS-mediated FGFR2 Signaling R-HSA-5654700	1/24	0.093948185827494	0.299834635619662	0	0	10.679012345679	25.2559908857286	FGF13
Downstream Signaling Of Activated FGFR3 R-HSA-5654708	1/24	0.093948185827494	0.299834635619662	0	0	10.679012345679	25.2559908857286	FGF13
TRAF6 Mediated NF-kB Activation R-HSA-933542	1/25	0.0976674550008275	0.306842201496384	0	0	10.2335390946502	23.8051244494229	IKBKG
TNFR1-induced NFkappaB Signaling Pathway R-HSA-5357956	1/26	0.101371642412732	0.306842201496384	0	0	9.8237037037037	22.4860833724728	IKBKG
Attenuation Phase R-HSA-3371568	1/26	0.101371642412732	0.306842201496384	0	0	9.8237037037037	22.4860833724728	COL4A6
HDMs Demethylate Histones R-HSA-3214842	1/26	0.101371642412732	0.306842201496384	0	0	9.8237037037037	22.4860833724728	PHF8
Downstream Signaling Of Activated FGFR4 R-HSA-5654716	1/26	0.101371642412732	0.306842201496384	0	0	9.8237037037037	22.4860833724728	FGF13
CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742	1/27	0.105060808463234	0.306842201496384	0	0	9.44539411206078	21.2825128395528	RPS6KA6
Effects Of PIP2 Hydrolysis R-HSA-114508	1/27	0.105060808463234	0.306842201496384	0	0	9.44539411206078	21.2825128395528	DGKK
RHO GTPase Cycle R-HSA-9012999	4/441	0.107448900584333	0.306842201496384	0	0	2.28609986504723	5.09969415651785	BCAP31;STARD8;NHS;FGD1
Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	1/28	0.10873501329275	0.306842201496384	0	0	9.09510745313214	20.1806012028651	VBP1
Recycling Pathway Of L1 R-HSA-437239	1/28	0.10873501329275	0.306842201496384	0	0	9.09510745313214	20.1806012028651	RPS6KA6
Death Receptor Signaling R-HSA-73887	2/139	0.111315543606091	0.306842201496384	0	0	3.60967153284672	7.92462370291789	IKBKG;FGD1
TNFs Bind Their Physiological Receptors R-HSA-5669034	1/29	0.112394316840881	0.306842201496384	0	0	8.76984126984127	19.1686095611886	EDA
HSF1 Activation R-HSA-3371511	1/29	0.112394316840881	0.306842201496384	0	0	8.76984126984127	19.1686095611886	COL4A6
Downstream Signaling Of Activated FGFR2 R-HSA-5654696	1/29	0.112394316840881	0.306842201496384	0	0	8.76984126984127	19.1686095611886	FGF13
Negative Regulation Of FGFR3 Signaling R-HSA-5654732	1/29	0.112394316840881	0.306842201496384	0	0	8.76984126984127	19.1686095611886	FGF13
Transcriptional Regulation Of Pluripotent Stem Cells R-HSA-452723	1/30	0.116038778787242	0.306842201496384	0	0	8.46700723712218	18.2365013424277	FGF13
Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314	1/30	0.116038778787242	0.306842201496384	0	0	8.46700723712218	18.2365013424277	CUL4B
Downstream Signaling Of Activated FGFR1 R-HSA-5654687	1/30	0.116038778787242	0.306842201496384	0	0	8.46700723712218	18.2365013424277	FGF13
FGFR1 Mutant Receptor Activation R-HSA-1839124	1/30	0.116038778787242	0.306842201496384	0	0	8.46700723712218	18.2365013424277	FGF13
Extracellular Matrix Organization R-HSA-1474244	3/291	0.117369074648058	0.306842201496384	0	0	2.58834388185654	5.54535030642905	BGN;COL4A6;FGF13
Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721	1/31	0.11966845858359	0.306842201496384	0	0	8.1843621399177	17.3756480320143	GRIA3
Diseases Associated With TLR Signaling Cascade R-HSA-5602358	1/31	0.11966845858359	0.306842201496384	0	0	8.1843621399177	17.3756480320143	IKBKG
Negative Regulation Of FGFR4 Signaling R-HSA-5654733	1/31	0.11966845858359	0.306842201496384	0	0	8.1843621399177	17.3756480320143	FGF13
RHOA GTPase Cycle R-HSA-8980692	2/147	0.122028736495615	0.306976713661473	0	0	3.40913793103448	7.17111726379992	BCAP31;STARD8
Phase 0 - Rapid Depolarisation R-HSA-5576892	1/32	0.123283415430119	0.306976713661473	0	0	7.91995221027479	16.5785934821117	FGF13
CDC42 GTPase Cycle R-HSA-9013148	2/149	0.124745882968086	0.306976713661473	0	0	3.36241496598639	6.99878789350341	STARD8;FGD1
FGFR2 Mutant Receptor Activation R-HSA-1839126	1/33	0.126883708313409	0.306976713661473	0	0	7.67206790123457	15.8388636891155	FGF13
Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	1/33	0.126883708313409	0.306976713661473	0	0	7.67206790123457	15.8388636891155	VBP1
NOD1/2 Signaling Pathway R-HSA-168638	1/33	0.126883708313409	0.306976713661473	0	0	7.67206790123457	15.8388636891155	IKBKG
Negative Regulation Of FGFR1 Signaling R-HSA-5654726	1/33	0.126883708313409	0.306976713661473	0	0	7.67206790123457	15.8388636891155	FGF13
Negative Regulation Of FGFR2 Signaling R-HSA-5654727	1/34	0.130469395996814	0.313126550392353	0	0	7.43920688365133	15.1508121791672	FGF13
Regulation Of TNFR1 Signaling R-HSA-5357905	1/35	0.13404053697059	0.316631189694308	0	0	7.22004357298475	14.509493497569	IKBKG
Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440	1/35	0.13404053697059	0.316631189694308	0	0	7.22004357298475	14.509493497569	OTUD5
HSF1-dependent Transactivation R-HSA-3371571	1/36	0.1375971895245	0.319993464010465	0	0	7.01340388007055	13.9105590384736	COL4A6
Signaling By FGFR1 In Disease R-HSA-5655302	1/36	0.1375971895245	0.319993464010465	0	0	7.01340388007055	13.9105590384736	FGF13
DNA Damage Recognition In GG-NER R-HSA-5696394	1/37	0.141139411727835	0.325706334756542	0	0	6.81824417009602	13.3501707770118	CUL4B
Toll-like Receptor Cascades R-HSA-168898	2/162	0.142747177955499	0.326317130938195	0	0	3.0871875	6.00976677925767	TLR8;IKBKG
Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517	2/163	0.144154426341845	0.326317130938195	0	0	3.06785714285714	5.9420409209978	NDUFA1;SLC25A14
Apoptotic Cleavage Of Cellular Proteins R-HSA-111465	1/38	0.1446672613826	0.326317130938195	0	0	6.63363363363363	12.8249294296235	BCAP31
Signaling By FGFR3 R-HSA-5654741	1/39	0.148180796129026	0.331748051035133	0	0	6.45873944119558	12.3318143103347	FGF13
Signaling By FGFR4 R-HSA-5654743	1/40	0.151680073266596	0.337066829481324	0	0	6.29281418170307	11.8681327496615	FGF13
Dual Incision In GG-NER R-HSA-5696400	1/41	0.155165150007636	0.339777700746648	0	0	6.13518518518519	11.4314773294508	CUL4B
Non-integrin membrane-ECM Interactions R-HSA-3000171	1/41	0.155165150007636	0.339777700746648	0	0	6.13518518518519	11.4314773294508	FGF13
Formation Of Incision Complex In GG-NER R-HSA-5696395	1/42	0.158636083228226	0.339934464060484	0	0	5.98524540800964	11.0196896024091	CUL4B
tRNA Modification In Nucleus And Cytosol R-HSA-6782315	1/42	0.158636083228226	0.339934464060484	0	0	5.98524540800964	11.0196896024091	LAGE3
Signaling By FGFR2 In Disease R-HSA-5655253	1/42	0.158636083228226	0.339934464060484	0	0	5.98524540800964	11.0196896024091	FGF13
Transport Of Vitamins, Nucleosides, And Related Molecules R-HSA-425397	1/43	0.162092929610048	0.342449851288833	0	0	5.8424456202234	10.6308291519354	SLC35A2
Condensation Of Prophase Chromosomes R-HSA-2299718	1/43	0.162092929610048	0.342449851288833	0	0	5.8424456202234	10.6308291519354	PHF8
PI3K Cascade R-HSA-109704	1/44	0.165535745656598	0.34248774963434	0	0	5.70628768303187	10.2631471196431	FGF13
TNF Signaling R-HSA-75893	1/44	0.165535745656598	0.34248774963434	0	0	5.70628768303187	10.2631471196431	IKBKG
Collagen Chain Trimerization R-HSA-8948216	1/44	0.165535745656598	0.34248774963434	0	0	5.70628768303187	10.2631471196431	COL4A6
TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989	1/45	0.168964587576008	0.347187508717824	0	0	5.57631874298541	9.91506347018067	IKBKG
XBP1(S) Activates Chaperone Genes R-HSA-381038	1/46	0.172379511395493	0.351794921215292	0	0	5.45212620027435	9.58514738398515	TSPYL2
IRS-mediated Signaling R-HSA-112399	1/47	0.175780572939343	0.355962571656787	0	0	5.33333333333333	9.27210030101072	FGF13
Metabolism Of Vitamins And Cofactors R-HSA-196854	2/186	0.177250549757379	0.355962571656787	0	0	2.68125	4.63907465087566	GPC3;GPC4
IRE1alpha Activates Chaperones R-HSA-381070	1/48	0.179167827733916	0.355962571656787	0	0	5.21959548200683	8.97474120716067	TSPYL2
DNA Damage Bypass R-HSA-73893	1/48	0.179167827733916	0.355962571656787	0	0	5.21959548200683	8.97474120716067	CUL4B
EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665	1/49	0.182541331231223	0.35792417888475	0	0	5.11059670781893	8.69199381592907	EFNB1
Signaling By FGFR1 R-HSA-5654736	1/49	0.182541331231223	0.35792417888475	0	0	5.11059670781893	8.69199381592907	FGF13
IRS-related Events Triggered By IGF1R R-HSA-2428928	1/51	0.189247304401236	0.360550179752943	0	0	4.90567901234568	8.16648694415947	FGF13
Complex I Biogenesis R-HSA-6799198	1/51	0.189247304401236	0.360550179752943	0	0	4.90567901234568	8.16648694415947	NDUFA1
SARS-CoV-2-host Interactions R-HSA-9705683	2/196	0.191995780852689	0.360550179752943	0	0	2.54175257731959	4.1946082266775	TLR8;IKBKG
Formation Of TC-NER Pre-Incision Complex R-HSA-6781823	1/52	0.1925798837472	0.360550179752943	0	0	4.80924715565238	7.92200463178378	CUL4B
Apoptotic Execution Phase R-HSA-75153	1/52	0.1925798837472	0.360550179752943	0	0	4.80924715565238	7.92200463178378	BCAP31
IGF1R Signaling Cascade R-HSA-2428924	1/52	0.1925798837472	0.360550179752943	0	0	4.80924715565238	7.92200463178378	FGF13
Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643	1/53	0.195898930999099	0.360550179752943	0	0	4.71652421652422	7.68867218881166	IKBKG
Insulin Receptor Signaling Cascade R-HSA-74751	1/53	0.195898930999099	0.360550179752943	0	0	4.71652421652422	7.68867218881166	FGF13
Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192	1/53	0.195898930999099	0.360550179752943	0	0	4.71652421652422	7.68867218881166	FGF13
Nuclear Receptor Transcription Pathway R-HSA-383280	1/53	0.195898930999099	0.360550179752943	0	0	4.71652421652422	7.68867218881166	NR0B1
ECM Proteoglycans R-HSA-3000178	1/55	0.202496646011394	0.370420693923281	0	0	4.5413808870599	7.25273039863807	BGN
NRAGE Signals Death Thru JNK R-HSA-193648	1/57	0.209040881060651	0.377784724808406	0	0	4.37874779541446	6.85372745779334	FGD1
Signaling By ERBB4 R-HSA-1236394	1/57	0.209040881060651	0.377784724808406	0	0	4.37874779541446	6.85372745779334	GABRQ
mRNA 3-End Processing R-HSA-72187	1/58	0.212293077518415	0.379094781282883	0	0	4.30171106779294	6.66673811838095	UPF3B
Late SARS-CoV-2 Infection Events R-HSA-9772573	1/58	0.212293077518415	0.379094781282883	0	0	4.30171106779294	6.66673811838095	ZDHHC9
GABA Receptor Activation R-HSA-977443	1/59	0.215532064303904	0.382601297580895	0	0	4.22733077905492	6.48745453853359	GABRQ
Post NMDA Receptor Activation Events R-HSA-438064	1/61	0.221970620596131	0.389422141396721	0	0	4.08600823045268	6.15030145177517	RPS6KA6
Signaling By FGFR In Disease R-HSA-1226099	1/61	0.221970620596131	0.389422141396721	0	0	4.08600823045268	6.15030145177517	FGF13
MAP Kinase Activation R-HSA-450294	1/62	0.225170295452621	0.392738887417362	0	0	4.01882210078931	5.99165501548367	IKBKG
Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949	1/63	0.228356971337799	0.395994747984622	0	0	3.95380326563122	5.8391554166568	IKBKG
Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210	1/64	0.231530700399193	0.39919086275723	0	0	3.89084852047815	5.69247791040343	CUL4B
Dual Incision In TC-NER R-HSA-6782135	1/65	0.234691534596572	0.402328345022694	0	0	3.82986111111111	5.55131951435228	CUL4B
Activation Of NF-kappaB In B Cells R-HSA-1169091	1/66	0.23783952569461	0.403868254555492	0	0	3.7707502374169	5.41539724660985	IKBKG
RNA Polymerase II Transcription Termination R-HSA-73856	1/67	0.24097472521811	0.403868254555492	0	0	3.71343060231949	5.28444653099657	UPF3B
Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	1/67	0.24097472521811	0.403868254555492	0	0	3.71343060231949	5.28444653099657	COL4A6
Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360	1/67	0.24097472521811	0.403868254555492	0	0	3.71343060231949	5.28444653099657	SYP
RHOB GTPase Cycle R-HSA-9013026	1/69	0.247206954743413	0.409735284105105	0	0	3.6038489469862	5.03648492763678	STARD8
Interleukin-17 Signaling R-HSA-448424	1/69	0.247206954743413	0.409735284105105	0	0	3.6038489469862	5.03648492763678	IKBKG
Neddylation R-HSA-8951664	2/237	0.253733131960065	0.418241426307799	0	0	2.09393617021277	2.87177530019126	ASB9;CUL4B
