logFC	AveExpr	t	P.Value	adj.P.Val	B	mutated_AVG	unmutated_AVG	deltaBeta	CHR	MAPINFO	Strand	Type	gene	feature	cgi	feat.cgi	UCSC_CpG_Islands_Name	DHS	Enhancer	Phantom	Probe_SNPs	Probe_SNPs_10	CpG_island
-0.507174028358919	0.457147915092262	-12.3298053977223	3.57245533828785e-27	1.04457758429469e-25	51.0114152413365	0.677527105986316	0.170353077627397	-0.507174028358919	19	47420596	R	II	GRLF1	TSS1500	opensea	TSS1500-opensea		NA	NA				cg26446535
-0.500769708673713	0.493435216639286	-12.3258580441607	3.67955610358168e-27	1.06963840220398e-25	50.9821501892277	0.711031578146316	0.210261869472603	-0.500769708673713	1	12188502	F	I	TNFRSF8	5'UTR	opensea	5'UTR-opensea		NA	NA				cg07499259
-0.463871266798875	0.407998821389286	-12.3136619184237	4.03113129114889e-27	1.15175179747111e-25	50.891741950415	0.609561931367368	0.145690664568493	-0.463871266798875	6	143932803	F	II	PHACTR2	Body	opensea	Body-opensea		NA	TRUE				cg22660196
-0.497118905247311	0.439529404407738	-12.2501606847247	6.48113134495815e-27	1.8308280635475e-25	50.4213098970626	0.655539404902105	0.158420499654795	-0.497118905247311	7	553423	F	II	PDGFA	Body	shelf	Body-shelf	chr7:556611-562845	TRUE	TRUE				cg20063728
-0.516212887097578	0.418166113972024	-12.1945513307647	9.81907319346665e-27	2.63953580469534e-25	50.009755981804	0.642472904198947	0.12626001710137	-0.516212887097578	19	56988929	F	I	ZNF667	TSS200	island	TSS200-island	chr19:56988313-56989741	TRUE	NA		rs10425239		cg08687005
-0.448279987500461	0.459541995160119	-12.1057053167016	1.90534758971488e-26	4.96184268154917e-25	49.3530497144119	0.654330323062105	0.206050335561644	-0.448279987500461	15	85215021	R	II	SEC11A	Body	opensea	Body-opensea		NA	TRUE				cg19606131
-0.529862278017116	0.448361410989881	-12.0529545530889	2.82294740731779e-26	7.27563764772628e-25	48.9636362934801	0.678599186556842	0.148736908539726	-0.529862278017116	18	74633766	F	I	ZNF236	Body	shore	Body-shore	chr18:74631841-74632045	NA	NA				cg27436190
-0.498874458274492	0.68361007482381	-11.9972532571184	4.27372715801557e-26	1.05785325693455e-24	48.5528528589488	0.900382904907368	0.401508446632877	-0.498874458274492	7	47344608	R	I	TNS3	Body	opensea	Body-opensea		NA	NA	low-CpG:47311095-47311281			cg08398005
-0.53363731955465	0.421407432339881	-11.9353898537685	6.77050029644518e-26	1.612023880106e-24	48.0971324050496	0.653285553336842	0.119648233782192	-0.53363731955465	19	57019279	R	I	ZNF471	1stExon	island	1stExon-island	chr19:57018743-57019506	TRUE	NA				cg19358877
-0.490922147319892	0.646705529779583	-11.8022385607895	1.81926652489095e-25	4.15357654084693e-24	47.1181390371021	0.860022891412632	0.36910074409274	-0.490922147319892	5	1814728	F	I	NDUFS6	Body	opensea	Body-opensea		NA	NA		rs77687671		cg04587428
-0.468107137211983	0.509486274501786	-11.7536476640861	2.60779407406393e-25	5.87341007672057e-24	46.7615334001566	0.712889971028421	0.244782833816438	-0.468107137211983	17	80769004	R	II	TBCD	Body	shelf	Body-shelf	chr17:80772792-80773003	NA	NA				cg24133771
-0.483079860214074	0.540388954479762	-11.7169998134221	3.42068686369401e-25	7.50150628003071e-24	46.4928167314655	0.75029865564421	0.267218795430137	-0.483079860214074	7	2678263	R	I	TTYH3	Body	opensea	Body-opensea		TRUE	NA				cg10087754
-0.47938639644558	0.398523446526786	-11.7154822398481	3.45932311793864e-25	7.5531072444075e-24	46.4816937706235	0.606828249744211	0.12744185329863	-0.47938639644558	19	57019022	F	I	ZNF471	TSS200	island	TSS200-island	chr19:57018743-57019506	TRUE	NA				cg19811761
-0.430559930211247	0.582956415122619	-11.6732915713768	4.72650240726592e-25	1.00563881005658e-23	46.1726044869449	0.770044956226316	0.339485026015068	-0.430559930211247	3	196469777	F	II	PAK2	5'UTR	shelf	5'UTR-shelf	chr3:196466585-196467353	NA	NA				cg02319016
-0.434842250572199	0.428073518422619	-11.6384206306396	6.11620487571564e-25	1.26367869332968e-23	45.9173524404773	0.617022829683158	0.182180579110959	-0.434842250572199	8	17822162	F	II	PCM1	Body	opensea	Body-opensea		NA	NA	low-CpG:17866373-17866520	rs34935098		cg04443233
-0.466425224163547	0.564609873132143	-11.5933342004766	8.53286915029573e-25	1.72730144742829e-23	45.5876139643556	0.767282738393684	0.300857514230137	-0.466425224163547	3	45985168	R	II	CXCR6	5'UTR	opensea	5'UTR-opensea		NA	NA				cg01178899
-0.432241542059063	0.359932210859524	-11.5900051589948	8.74515115921245e-25	1.76313531435735e-23	45.5632802060443	0.547751452349474	0.115509910290411	-0.432241542059063	16	70771142	R	II	VAC14	Body	opensea	Body-opensea		TRUE	TRUE				cg08329113
-0.462471930691031	0.591389298489881	-11.5573512844929	1.11277722230872e-24	2.19916447096585e-23	45.3246919379592	0.792344363611579	0.329872432920548	-0.462471930691031	6	158448578	R	II	SYNJ2	Body	opensea	Body-opensea		NA	TRUE				cg02272278
-0.43748956707801	0.387753191054762	-11.4275820298209	2.89409313051362e-24	5.39558886508248e-23	44.3782891912074	0.577852824368421	0.140363257290411	-0.43748956707801	19	56989102	F	II	ZNF667	TSS1500	island	TSS1500-island	chr19:56988313-56989741	TRUE	NA				cg03289872
-0.443905241330973	0.661067441175595	-11.407016708679	3.3665452884104e-24	6.21133817049889e-23	44.2285721068938	0.853954837706316	0.410049596375342	-0.443905241330973	7	47344579	R	II	TNS3	Body	opensea	Body-opensea		NA	NA	low-CpG:47311095-47311281			cg10158598
-0.439392416020721	0.383144993650595	-11.3946749987859	3.68621491661253e-24	6.77613036142009e-23	44.1387590476299	0.574071460135789	0.134679044115068	-0.439392416020721	19	56988398	F	II	ZNF667	5'UTR	island	5'UTR-island	chr19:56988313-56989741	NA	NA				cg05508084
-0.467156945463014	0.411064112811905	-11.3513782916022	5.06639345881094e-24	9.17824901958503e-23	43.8238929691703	0.6140549284	0.146897982936986	-0.467156945463014	7	553412	F	II	PDGFA	Body	shelf	Body-shelf	chr7:556611-562845	TRUE	TRUE				cg05892024
-0.459367406201903	0.459496305279762	-11.3379726768533	5.59029546642208e-24	1.00184506566704e-22	43.7264711345465	0.659102380593684	0.199734974391781	-0.459367406201903	6	35693573	F	II	FKBP5	5'UTR	shelf	5'UTR-shelf	chr6:35695725-35696156	NA	TRUE		rs79163804		cg23416081
-0.500554518112906	0.630616413067857	-11.2425048998709	1.12558631259334e-23	1.9473811636563e-22	43.0336255683974	0.848119269152632	0.347564751039726	-0.500554518112906	6	158448508	R	I	SYNJ2	Body	opensea	Body-opensea		NA	TRUE				cg05987787
-0.428335481244095	0.398120014989286	-11.2396044173769	1.14974648609569e-23	1.98232152775118e-22	43.012601869975	0.584241980053684	0.155906498809589	-0.428335481244095	8	19796299	R	II	LPL	TSS1500	shore	TSS1500-shore	chr8:19796843-19798006	NA	TRUE				cg00471141
-0.475823544896698	0.575009780044048	-11.1728197751675	1.87407676235093e-23	3.16567020667386e-22	42.528959275384	0.781766439433684	0.305942894536986	-0.475823544896698	3	194930170	F	II	C3orf21	Body	opensea	Body-opensea		NA	TRUE				cg24042854
-0.428853735032848	0.491071765152381	-10.9983500212005	6.68947310591412e-23	1.08595342628476e-21	41.2695314705357	0.677418923827368	0.248565188794521	-0.428853735032848	5	172306112	F	II	ERGIC1	Body	opensea	Body-opensea		NA	TRUE				cg16345114
-0.458357393492213	0.525317132645833	-10.915955137725	1.21750560721537e-22	1.92035584734286e-21	40.6768682181611	0.724484333389474	0.26612693989726	-0.458357393492213	3	48310616	F	II	ZNF589	3'UTR	opensea	3'UTR-opensea		NA	NA				cg11307417
-0.42817212391204	0.426980326259524	-10.909637495585	1.27464200839538e-22	1.99162813811778e-21	40.631483250436	0.613031308673684	0.184859184761644	-0.42817212391204	6	79911416	R	II	HMGN3	Body	opensea	Body-opensea		NA	NA				cg22032366
-0.427381808492675	0.514756258404167	-10.8982200529857	1.38475974745015e-22	2.13697491890455e-21	40.5494831376542	0.700463829951579	0.273082021458904	-0.427381808492675	14	102653321	F	II	WDR20	Body	opensea	Body-opensea		NA	TRUE				cg01755336
-0.478103909426056	0.422501846200595	-10.8809746727648	1.56930622035731e-22	2.39223509200809e-21	40.4256783025642	0.630249378272632	0.152145468846575	-0.478103909426056	14	69030612	F	II	RAD51L1	Body	opensea	Body-opensea		NA	TRUE		rs17105852		cg27064708
-0.412424397622668	0.336353873192857	-10.8703149393284	1.69542687656512e-22	2.56882860085625e-21	40.3491830732933	0.515562093588421	0.103137695965753	-0.412424397622668	11	36383991	R	I	PRR5L	5'UTR	opensea	5'UTR-opensea		NA	TRUE				cg16829924
-0.447321127897549	0.489555787251786	-10.8686190291775	1.71640262074784e-22	2.59275320354658e-21	40.337015267264	0.683927467826316	0.236606339928767	-0.447321127897549	1	29513749	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg00018103
-0.479986491764672	0.386244001604762	-10.8347948018244	2.19316716687307e-22	3.27338383115384e-21	40.0944602583003	0.594809560526316	0.114823068761644	-0.479986491764672	19	56988702	F	I	ZNF667	5'UTR	island	5'UTR-island	chr19:56988313-56989741	TRUE	NA				cg24732137
-0.428500361111853	0.422956085258929	-10.8193327456101	2.45301470919518e-22	3.65031950773092e-21	39.9836620851442	0.609149694551579	0.180649333439726	-0.428500361111853	16	89183678	F	II	ACSF3	Body	shelf	Body-shelf	chr16:89186198-89186551	NA	NA				cg10202714
-0.460882909595674	0.457754589883333	-10.7444570295647	4.21577907630565e-22	6.09216629523938e-21	39.4478445743324	0.658019187505263	0.197136277909589	-0.460882909595674	4	81075674	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg22535163
-0.409040973088854	0.5076702135	-10.7161137581335	5.17328843849331e-22	7.36935674999047e-21	39.2453362552218	0.685408255377895	0.276367282289041	-0.409040973088854	19	46651227	F	II	IGFL2	5'UTR	opensea	5'UTR-opensea		NA	NA				cg10833393
-0.427747852099755	0.558770276822619	-10.6900160295237	6.24520710471592e-22	8.82091398971175e-21	39.0590289090131	0.744636903032632	0.316889050932877	-0.427747852099755	5	81149002	F	II		IGR	opensea	IGR-opensea		NA	TRUE				cg03716908
-0.428482957649056	0.475664297872619	-10.6654590663881	7.45487355999341e-22	1.04118345809964e-20	38.8838593529773	0.661850344946316	0.23336738729726	-0.428482957649056	5	172305986	R	II	ERGIC1	Body	opensea	Body-opensea		NA	TRUE				cg24699021
-0.417026507394636	0.406560893025	-10.6455115721587	8.60712930845793e-22	1.19876452764038e-20	38.7416696161378	0.587768839690526	0.17074233229589	-0.417026507394636	9	115631083	F	II	SNX30	Body	opensea	Body-opensea		NA	TRUE				cg14350114
-0.463234879381528	0.69663715023631	-10.6367126972732	9.17020358920635e-22	1.27363938738977e-20	38.6789780040978	0.897923734729474	0.434688855347945	-0.463234879381529	7	2284600	R	I	NUDT1	Body	shelf	Body-shelf	chr7:2281362-2282105	NA	NA				cg03663120
-0.436149233647484	0.5764659292125	-10.6360661843559	9.21299454634451e-22	1.27603802580949e-20	38.674372317791	0.765983155737895	0.329833922090411	-0.436149233647484	3	190037695	R	II	CLDN1	Body	shelf	Body-shelf	chr3:190039817-190040465	NA	NA				cg03601836
-0.464097980257549	0.4171107152125	-10.5067878988567	2.33279889083936e-21	3.06947222478863e-20	37.7553359685993	0.618772337586316	0.154674357328767	-0.464097980257549	12	125223502	R	I		IGR	shore	IGR-shore	chr12:125223520-125223750	TRUE	NA			rs56069317	cg13328209
-0.409501849148839	0.353503306852381	-10.4705294112563	3.0251270153278e-21	3.93896746787474e-20	37.498275893077	0.531441610351579	0.12193976120274	-0.409501849148839	7	155790956	F	II		IGR	opensea	IGR-opensea		NA	NA				cg09016797
-0.451820252668839	0.413875148361905	-10.4671211070724	3.09988999689153e-21	4.02583116479419e-20	37.4741282548311	0.610201805771579	0.15838155310274	-0.451820252668839	17	1549012	R	I	SCARF1	5'UTR	shore	5'UTR-shore	chr17:1546742-1547324	NA	NA				cg00869668
-0.421794218243014	0.469365110933929	-10.4655733782748	3.1344447826955e-21	4.06016163561593e-20	37.4631636003302	0.65264474148	0.230850523236986	-0.421794218243014	17	80825525	F	II	TBCD	Body	shelf	Body-shelf	chr17:80827970-80828316	NA	NA				cg21693422
-0.394396338127253	0.650980500831548	-10.4620066113769	3.21554382274633e-21	4.14374203962156e-20	37.4378975476632	0.822355100136842	0.427958762009589	-0.394396338127253	1	3159568	R	II	PRDM16	Body	shore	Body-shore	chr1:3157509-3158300	NA	NA			rs78412927	cg07832245
-0.416773002225999	0.452111387693452	-10.4301684156814	4.0385415211128e-21	5.17761733476001e-20	37.212499038509	0.633209180327368	0.21643617810137	-0.416773002225999	3	108020451	R	II	HHLA2	TSS1500	opensea	TSS1500-opensea		NA	NA				cg02124498
-0.431593971582942	0.52958065738869	-10.4291846635023	4.06706336914703e-21	5.20084829814199e-20	37.2055384465268	0.717118514088421	0.285524542505479	-0.431593971582942	7	47343625	F	II	TNS3	Body	opensea	Body-opensea		NA	NA				cg12292947
-0.431923304083043	0.583440669380357	-10.3727293040738	6.088551866453e-21	7.61068983306625e-20	36.8064787980992	0.771121628892632	0.339198324809589	-0.431923304083043	7	47343605	F	I	TNS3	Body	opensea	Body-opensea		NA	NA				cg27525731
-0.438650819333382	0.566471534253571	-10.3589479812784	6.71800322590438e-21	8.29383114309183e-20	36.7091825468304	0.757075759321053	0.318424939987671	-0.438650819333381	1	2066631	F	I	PRKCZ	5'UTR	island	5'UTR-island	chr1:2066367-2066666	NA	NA				cg00866690
-0.416015625294824	0.520102239988095	-10.3446318386094	7.44052484204437e-21	9.07381078298095e-20	36.6081600083114	0.700870934312632	0.284855309017808	-0.416015625294823	1	12230509	F	II	TNFRSF1B	Body	shelf	Body-shelf	chr1:12226876-12227712	NA	NA		rs674846		cg18124517
-0.400607033793439	0.688620417480357	-10.3398713544242	7.69751925424097e-21	9.31903057414161e-20	36.5745786481548	0.862693711926316	0.462086678132877	-0.400607033793439	7	2962373	R	II	CARD11	Body	opensea	Body-opensea		NA	NA				cg25106791
-0.408057704481427	0.417044134168452	-10.3327774840617	8.09696102919747e-21	9.77893844105975e-20	36.5245475565596	0.594354922425263	0.186297217943836	-0.408057704481428	7	155790512	F	II		IGR	opensea	IGR-opensea		NA	NA				cg13104880
-0.436575887542148	0.5851597158	-10.2745926930009	1.22555514105918e-20	1.44182957771668e-19	36.1146602235464	0.774862333601053	0.338286446058904	-0.436575887542148	17	12694843	R	II	RICH2	Body	shore	Body-shore	chr17:12692737-12693690	NA	NA				cg08730131
-0.430732415695934	0.493717379205357	-10.2741912308364	1.22906158053518e-20	1.44256054053425e-19	36.1118350445244	0.680880869358947	0.250148453663014	-0.430732415695934	17	66308577	R	II	ARSG	Body	opensea	Body-opensea		TRUE	TRUE				cg13093111
-0.397000724507008	0.474590913352976	-10.2647796407912	1.31418598416578e-20	1.53168529623051e-19	36.0456152521402	0.647097180549474	0.250096456042466	-0.397000724507008	18	21018724	F	I	C18orf45	TSS1500	shore	TSS1500-shore	chr18:21017671-21018011	NA	NA				cg17249268
-0.412993596381499	0.442697389548214	-10.2587848564761	1.37143949244656e-20	1.59469708424019e-19	36.0034477378909	0.622152940356842	0.209159343975342	-0.4129935963815	5	176759081	R	II	LMAN2	3'UTR	island	3'UTR-island	chr5:176759071-176759361	NA	NA				cg22143387
-0.406460095913713	0.338623990390476	-10.2540500895602	1.41840792803995e-20	1.64548483531317e-19	35.9701496706843	0.515240579686316	0.108780483772603	-0.406460095913713	14	23305585	F	II	MMP14	TSS1500	shore	TSS1500-shore	chr14:23305893-23307013	NA	NA				cg01508380
-0.430502667755862	0.441241943683929	-10.2221414801494	1.77949133502255e-20	2.03603127576951e-19	35.7458957429781	0.628305602887368	0.197802935131507	-0.430502667755862	6	109802446	R	II	ZBTB24	Body	shore	Body-shore	chr6:109804094-109804522	NA	NA		rs45455100		cg02803604
-0.444739074643043	0.507248639094643	-10.1715463933774	2.54826807685954e-20	2.86185759933124e-19	35.3908491440758	0.700498356052632	0.255759281409589	-0.444739074643043	17	55503603	F	II	MSI2	Body	opensea	Body-opensea		NA	TRUE		rs894619		cg16323330
-0.386372128565436	0.643803960002976	-10.1472956578178	3.02617249318587e-20	3.34753594378968e-19	35.2209071940361	0.811691849201053	0.425319720635616	-0.386372128565436	18	77166811	F	I	NFATC1	Body	island	Body-island	chr18:77166704-77167043	NA	NA				cg05944967
-0.412649827636857	0.625379994819048	-10.1233219782829	3.58612524886802e-20	3.94947714633042e-19	35.0530581691795	0.804686169923158	0.392036342286301	-0.412649827636857	10	85898649	F	II	GHITM	TSS1500	shore	TSS1500-shore	chr10:85899058-85899640	NA	NA				cg25783892
-0.462707464384571	0.382355098222619	-10.1071685454258	4.02040446084114e-20	4.41802688004521e-19	34.9400471260282	0.583412508342105	0.120705043957534	-0.462707464384571	3	45984838	R	I	CXCR6	TSS200	opensea	TSS200-opensea		NA	NA				cg08450017
-0.412408613202567	0.604897130575	-10.0881206849232	4.60014950126112e-20	5.03298632523098e-19	34.8068752139879	0.784098492264211	0.371689879061644	-0.412408613202567	7	6648166	F	II	C7orf26	3'UTR	shore	3'UTR-shore	chr7:6646884-6647956	NA	NA				cg22325059
-0.401857048346994	0.498926678471429	-10.0539131041928	5.85776536365584e-20	6.31241557180025e-19	34.5679580279007	0.673543134003158	0.271686085656164	-0.401857048346994	17	12694678	F	II	RICH2	Body	shore	Body-shore	chr17:12692737-12693690	NA	NA				cg16825062
-0.387957615106359	0.637994441915476	-10.029465955337	6.9608526205132e-20	7.45273299840814e-19	34.3974035938549	0.806571262765263	0.418613647658904	-0.387957615106359	17	7792061	F	II	CHD3	Body	shelf	Body-shelf	chr17:7788261-7789091	NA	TRUE				cg12353788
-0.389984285918183	0.388346085072619	-10.0070448629992	8.15310371706562e-20	8.63676241214578e-19	34.2411260897822	0.557803542644211	0.167819256726027	-0.389984285918183	20	35504371	F	II	C20orf118	TSS200	opensea	TSS200-opensea		NA	NA				cg09241885
-0.474161586544744	0.445306442122619	-9.97619078050363	1.01324237157567e-19	1.06657091744808e-18	34.026293813373	0.651340941037895	0.177179354493151	-0.474161586544744	11	1911511	R	I	LSP1	3'UTR	opensea	3'UTR-opensea		NA	NA				cg22136363
-0.387127351943071	0.460297247888095	-9.94237943037904	1.28535716678569e-19	1.33891371540176e-18	33.7911710356244	0.628513299625263	0.241385947682192	-0.387127351943071	22	21210457	R	II	PI4KA	5'UTR	shelf	5'UTR-shelf	chr22:21212710-21213694	NA	NA				cg08615820
-0.407543228969099	0.473019427827976	-9.9217574105238	1.48582845954868e-19	1.53178191706049e-18	33.6479218295776	0.650106664225263	0.242563435256164	-0.407543228969099	6	154485839	F	II	IPCEF1	Body	opensea	Body-opensea		NA	TRUE				cg27296341
-0.393679180117679	0.462806077548214	-9.90286921105824	1.69659197080634e-19	1.7418808735178e-18	33.5168205414644	0.633869054623158	0.240189874505479	-0.393679180117678	15	78526836	F	II	ACSBG1	1stExon	opensea	1stExon-opensea		NA	TRUE				cg27257408
-0.428544111483994	0.680215164218452	-9.8244990998206	2.93867371389672e-19	2.92696585049475e-18	32.9739351286003	0.866427784089474	0.437883672605479	-0.428544111483994	3	138069423	F	I	MRAS	5'UTR	shore	5'UTR-shore	chr3:138066795-138067854	NA	TRUE				cg20299697
-0.415623994289604	0.466361030038095	-9.78639327466615	3.83606096027823e-19	3.78309759396275e-18	32.7106018484618	0.646959551366316	0.231335557076712	-0.415623994289603	1	241795170	R	II	CHML	3'UTR	opensea	3'UTR-opensea		NA	NA				cg04918831
-0.394094601666503	0.384733099259524	-9.78410398340738	3.89791936236523e-19	3.83653480547759e-18	32.6947948608914	0.555976586888421	0.161881985221918	-0.394094601666503	3	39309435	F	II	CX3CR1	Body	opensea	Body-opensea		NA	NA			rs56373695	cg24310395
-0.398030478537635	0.399006466443452	-9.77839438914386	4.05655210313518e-19	3.98482524865931e-18	32.6553781451271	0.571960186284211	0.173929707746575	-0.398030478537635	7	1004748	F	II	COX19	3'UTR	shelf	3'UTR-shelf	chr7:1007159-1007558	TRUE	NA				cg09363068
-0.392089700554737	0.422975824094643	-9.77031701777256	4.29199118149464e-19	4.19959998189299e-18	32.5996314117452	0.593348134454737	0.2012584339	-0.392089700554737	7	2774195	F	II	GNA12	Body	shore	Body-shore	chr7:2774444-2774655	NA	NA				cg11967765
-0.390329228821629	0.433517691097619	-9.76657308150315	4.40567949255256e-19	4.30242137944585e-18	32.5737987150353	0.603125034573684	0.212795805752055	-0.390329228821629	15	49189538	R	II	SHC4	Body	opensea	Body-opensea		NA	TRUE				cg24360909
-0.413711446704859	0.413304200422619	-9.7582013320192	4.67084355040267e-19	4.55247909395972e-18	32.5160494412527	0.593071674288421	0.179360227583562	-0.413711446704859	17	75209644	R	II	SEC14L1	Body	island	Body-island	chr17:75209459-75209672	NA	NA				cg07166159
-0.397747378854708	0.538970067094048	-9.7447124214433	5.13185494124497e-19	4.95888956035201e-18	32.4230444238359	0.711800773382105	0.314053394527397	-0.397747378854708	1	2066981	R	II	PRKCZ	5'UTR	shore	5'UTR-shore	chr1:2066367-2066666	TRUE	NA				cg24042578
-0.442142021048681	0.470328303265476	-9.72783215473338	5.77297232568601e-19	5.52966697862645e-18	32.3067312963017	0.662449538602105	0.220307517553425	-0.442142021048681	21	45221122	R	I	RRP1	Body	shelf	Body-shelf	chr21:45223462-45223724	NA	NA				cg23837804
-0.406660988068709	0.488166904874405	-9.72621847173856	5.83828071049158e-19	5.58153031595753e-18	32.2956166276288	0.664870786594737	0.258209798526027	-0.406660988068709	16	48398409	R	II	SIAH1	Body	shore	Body-shore	chr16:48399730-48400040	NA	TRUE				cg03524700
-0.475412615364225	0.439526419526786	-9.72585002483013	5.85329505188624e-19	5.58520520218153e-18	32.293078959418	0.646104520250526	0.170691904886301	-0.475412615364225	11	1911547	R	I	LSP1	3'UTR	opensea	3'UTR-opensea		NA	NA				cg18723409
-0.39495013517155	0.727241127192262	-9.68653174365023	7.69726079633643e-19	7.22069493089721e-18	32.0225056192922	0.898856364498947	0.503906229327397	-0.39495013517155	1	45278971	R	I	BTBD19	Body	island	Body-island	chr1:45278765-45279644	NA	NA				cg06766016
-0.436425500163864	0.477027205088095	-9.65675240510175	9.46865274876536e-19	8.81625023162511e-18	31.8178811444586	0.666664475992632	0.230238975828767	-0.436425500163864	19	7535526	R	I	ARHGEF18	3'UTR	shelf	3'UTR-shelf	chr19:7531810-7532669	NA	NA				cg16618417
-0.423335576825321	0.494910151021429	-9.64767509138301	1.0085211725581e-18	9.35548397549261e-18	31.7555604100059	0.678859538570526	0.255523961745205	-0.423335576825321	13	98796790	R	II	FARP1	5'UTR	shore	5'UTR-shore	chr13:98794398-98796241	NA	NA				cg18252102
-0.400046100555789	0.602884238357143	-9.64522079250106	1.0258661652937e-18	9.49876078975645e-18	31.7387145493966	0.776713793955789	0.3766676934	-0.400046100555789	1	12539376	R	II	VPS13D	Body	opensea	Body-opensea		NA	NA			rs77452491	cg10204259
