HC_1	HC_10	HC_11	HC_12	HC_13	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	PTB_1	PTB_10	PTB_11	PTB_12	PTB_13	PTB_2	PTB_3	PTB_4	PTB_5	PTB_6	PTB_7	PTB_8	PTB_9	Gene.name	variance
3.29583686600433	6.43615036836943	1.6094379124341	2.83321334405622	5.29330482472449	2.83321334405622	1.38629436111989	4.59511985013459	5.4510384535657	6.09807428216624	5.4510384535657	5.27811465923052	2.39789527279837	3.58351893845611	4.48863636973214	1.79175946922805	2.484906649788	2.94443897916644	2.94443897916644	6.99576615630485	2.07944154167984	2.99573227355399	2.83321334405622	2.19722457733622	1.09861228866811	2.89037175789616	ENSG00000123838	0.440958009510917
7.58882987830781	6.03068526026126	5.19295685089021	5.19295685089021	7.79276172081653	7.39264752072162	4.51085950651685	2.56494935746154	5.75574221358691	5.10594547390058	4.44265125649032	4.07753744390572	3.63758615972639	7.93987157636188	5.89440283426485	6.05208916892442	8.67265729404031	8.07589363029886	8.50916101971897	6.53087762772588	5.62762111369064	3.78418963391826	6.85118492749374	6.83840520084734	5.23110861685459	5.605802066296	ENSG00000198502	0.411907508342156
3.89182029811063	4.06044301054642	3.46573590279973	1.38629436111989	3.58351893845611	3.78418963391826	0	0	2.89037175789616	2.83321334405622	1.38629436111989	0.693147180559945	2.56494935746154	4.06044301054642	4.35670882668959	4.95582705760126	1.79175946922805	4.35670882668959	6.0137151560428	0.693147180559945	0.693147180559945	3.80666248977032	1.6094379124341	3.09104245335832	3.61091791264422	2.83321334405622	ENSG00000211642	0.404564145363797
0.693147180559945	0	1.09861228866811	1.38629436111989	0.693147180559945	1.38629436111989	3.78418963391826	0.693147180559945	4.24849524204936	0.693147180559945	0	0.693147180559945	1.09861228866811	5.53338948872752	3.63758615972639	0.693147180559945	1.38629436111989	0	1.94591014905531	4.64439089914137	1.09861228866811	1.6094379124341	0.693147180559945	3.97029191355212	0	1.79175946922805	ENSG00000074803	0.40280920374777
4.27666611901606	5.01727983681492	2.77258872223978	5.89440283426485	2.56494935746154	4.17438726989564	4.88280192258637	5.07517381523383	2.63905732961526	2.63905732961526	2.83321334405622	0.693147180559945	1.6094379124341	1.09861228866811	4.83628190695148	7.65396918047877	2.30258509299405	4.24849524204936	2.77258872223978	3.87120101090789	3.73766961828337	2.07944154167984	1.6094379124341	3.04452243772342	2.83321334405622	3.93182563272433	ENSG00000076864	0.395051748145845
4.47733681447821	0	0	2.484906649788	2.56494935746154	4.04305126783455	4.06044301054642	1.09861228866811	1.79175946922805	2.56494935746154	0	2.484906649788	3.63758615972639	0	1.79175946922805	4.79579054559674	0.693147180559945	2.99573227355399	0	1.6094379124341	2.89037175789616	3.2188758248682	0	1.38629436111989	0	0.693147180559945	ENSG00000180537	0.394406411405481
3.61091791264422	8.23031079913502	3.76120011569356	3.76120011569356	2.19722457733622	3.91202300542815	4.24849524204936	5.32300997913841	3.8286413964891	2.99573227355399	3.61091791264422	3.13549421592915	7.28892769452126	4.58496747867057	5.2257466737132	8.61613313927114	3.40119738166216	6.31896811374643	4.89783979995091	4.72738781871234	4.63472898822964	3.71357206670431	3.3322045101752	4.31748811353631	3.13549421592915	4.48863636973214	ENSG00000165949	0.390406306647171
4.52178857704904	7.47647238116391	3.95124371858143	5.16478597392351	2.70805020110221	3.80666248977032	4.63472898822964	4.68213122712422	3.17805383034795	3.93182563272433	3.87120101090789	3.25809653802148	4.92725368515721	7.01121398735037	7.77904864492556	6.09582456243222	4.55387689160054	4.78749174278205	7.34018683532012	7.73805229768932	5.96357934361845	5.8406416573734	6.57646956904822	3.85014760171006	3.09104245335832	6.75925527066369	ENSG00000168062	0.387899742712484
5.2040066870768	4.91998092582813	5.27299955856375	1.38629436111989	4.8283137373023	4.64439089914137	4.71849887129509	3.25809653802148	4.45434729625351	4.23410650459726	4.78749174278205	4.58496747867057	1.38629436111989	1.09861228866811	1.79175946922805	3.87120101090789	0.693147180559945	5.13579843705026	4.77068462446567	5.03695260241363	5.14749447681345	1.6094379124341	3.71357206670431	3.8286413964891	4.58496747867057	1.6094379124341	ENSG00000049247	0.374777778097851
2.39789527279837	1.94591014905531	1.09861228866811	2.94443897916644	3.29583686600433	0.693147180559945	3.40119738166216	1.94591014905531	0	0	0	1.09861228866811	1.6094379124341	0	3.52636052461616	0	3.61091791264422	4.58496747867057	2.19722457733622	3.52636052461616	3.68887945411394	1.09861228866811	4.55387689160054	0.693147180559945	3.04452243772342	0	ENSG00000225231	0.373674747291383
0	0	3.09104245335832	0	3.09104245335832	2.94443897916644	2.30258509299405	0.693147180559945	3.52636052461616	2.484906649788	2.63905732961526	0	2.63905732961526	3.25809653802148	4.34380542185368	4.26267987704132	3.98898404656427	0	0	3.73766961828337	2.89037175789616	3.13549421592915	4.02535169073515	2.07944154167984	2.30258509299405	4.11087386417331	ENSG00000282122	0.371862354121903
2.63905732961526	1.94591014905531	5.19849703126583	6.56244409369372	5.84932477994686	5.8111409929767	5.64190707093811	6.4393503711001	4.90527477843843	4.95582705760126	4.7361984483945	4.26267987704132	6.29526600143965	5.13579843705026	3.40119738166216	6.17170059741091	5.47646355193151	3.2188758248682	4.15888308335967	4.70048036579242	4.85981240436167	5.90263333340137	5.18178355029209	1.6094379124341	2.19722457733622	1.6094379124341	ENSG00000137267	0.37024368912614
2.19722457733622	5.64190707093811	1.94591014905531	1.6094379124341	0.693147180559945	1.6094379124341	1.6094379124341	1.79175946922805	1.94591014905531	1.09861228866811	1.6094379124341	1.94591014905531	1.6094379124341	3.3322045101752	6.53524127101366	3.68887945411394	2.07944154167984	1.38629436111989	4.8283137373023	4.66343909411207	2.89037175789616	2.83321334405622	4.17438726989564	1.6094379124341	1.38629436111989	4.4188406077966	ENSG00000225492	0.370053999888278
1.6094379124341	0	4.00733318523247	1.38629436111989	1.6094379124341	3.2188758248682	3.2188758248682	0	1.09861228866811	0	0.693147180559945	1.38629436111989	0.693147180559945	3.89182029811063	4.02535169073515	3.98898404656427	1.09861228866811	0	2.07944154167984	4.44265125649032	1.94591014905531	0.693147180559945	3.98898404656427	0.693147180559945	0	0.693147180559945	ENSG00000173262	0.370053833556668
3.91202300542815	7.47079377419506	3.13549421592915	3.97029191355212	2.89037175789616	3.29583686600433	2.99573227355399	3.46573590279973	2.63905732961526	3.09104245335832	2.99573227355399	2.56494935746154	3.29583686600433	5.92425579741453	7.68432406768116	5.29831736654804	3.66356164612965	3.43398720448515	6.08904487544685	6.28785856016178	4.60517018598809	5.04342511691925	5.57972982598622	3.29583686600433	2.63905732961526	5.77765232322266	ENSG00000152766	0.370030489106582
4.12713438504509	1.94591014905531	1.79175946922805	5.73334127689775	3.46573590279973	4.17438726989564	4.86753445045558	1.79175946922805	3.66356164612965	1.09861228866811	2.07944154167984	1.38629436111989	0	2.94443897916644	2.99573227355399	0	3.17805383034795	4.04305126783455	1.38629436111989	2.39789527279837	2.07944154167984	2.77258872223978	1.09861228866811	0	0.693147180559945	2.39789527279837	ENSG00000179388	0.357500765750611
3.87120101090789	1.09861228866811	3.04452243772342	4.48863636973214	0	4.68213122712422	4.24849524204936	1.6094379124341	2.99573227355399	3.80666248977032	3.25809653802148	2.63905732961526	1.09861228866811	1.6094379124341	4.66343909411207	3.43398720448515	5.36597601502185	2.19722457733622	2.19722457733622	3.80666248977032	4.57471097850338	4.99721227376411	2.83321334405622	2.70805020110221	0	4.38202663467388	ENSG00000133687	0.351761596996459
4.11087386417331	3.3322045101752	4.20469261939097	4.65396035015752	4.04305126783455	3.55534806148941	6.51025834052315	3.17805383034795	3.36729582998647	6.36990098282823	2.56494935746154	6.32435896238131	2.83321334405622	4.88280192258637	4.34380542185368	3.36729582998647	4.64439089914137	7.19518732017871	6.99301512293296	4.55387689160054	7.27100853828099	6.57368016696065	3.76120011569356	6.61606518513282	6.06145691892802	4.04305126783455	ENSG00000163993	0.342955518462743
5.17614973257383	0	5.33271879326537	4.83628190695148	4.62497281328427	5.45958551414416	4.11087386417331	2.484906649788	4.15888308335967	3.78418963391826	4.70048036579242	4.46590811865458	3.58351893845611	5.43372200355424	2.484906649788	1.79175946922805	0	4.82028156560504	3.66356164612965	3.95124371858143	5.25749537202778	5.3890717298165	3.98898404656427	4.27666611901606	3.80666248977032	3.98898404656427	ENSG00000106714	0.342854111288699
4.33073334028633	3.80666248977032	3.76120011569356	0	0	3.49650756146648	0.693147180559945	0	0	0.693147180559945	0	0	0	0.693147180559945	4.02535169073515	0	1.79175946922805	0	1.09861228866811	1.38629436111989	0	0.693147180559945	0.693147180559945	0	1.09861228866811	1.79175946922805	ENSG00000183844	0.336395906632932
3.55534806148941	2.30258509299405	0	2.30258509299405	2.07944154167984	0.693147180559945	0	0.693147180559945	0	0.693147180559945	1.79175946922805	2.19722457733622	2.63905732961526	4.35670882668959	0	0.693147180559945	0	2.70805020110221	3.68887945411394	2.30258509299405	0	4.39444915467244	3.46573590279973	0	2.70805020110221	1.09861228866811	ENSG00000282639	0.333509341312676
1.09861228866811	1.94591014905531	2.07944154167984	2.07944154167984	1.6094379124341	1.6094379124341	2.56494935746154	0.693147180559945	1.79175946922805	1.38629436111989	0.693147180559945	0	0.693147180559945	2.56494935746154	4.43081679884331	5.27299955856375	2.30258509299405	1.38629436111989	5.47227067367148	2.77258872223978	2.83321334405622	2.83321334405622	2.30258509299405	1.6094379124341	0.693147180559945	5.2040066870768	ENSG00000108950	0.328910031875509
2.89037175789616	6.11368217983223	3.3322045101752	3.2188758248682	2.07944154167984	3.36729582998647	3.04452243772342	2.484906649788	1.6094379124341	3.17805383034795	3.66356164612965	1.6094379124341	3.63758615972639	5.17048399503815	6.24416690066374	5.31320597904179	2.56494935746154	2.70805020110221	5.8664680569333	5.51745289646471	3.8286413964891	3.78418963391826	5.18738580584075	2.83321334405622	1.09861228866811	4.63472898822964	ENSG00000265531	0.322940725695689
4.84418708645859	2.70805020110221	3.93182563272433	2.39789527279837	4.98360662170834	4.15888308335967	2.56494935746154	0	3.73766961828337	4.21950770517611	4.61512051684126	4.04305126783455	3.46573590279973	5.30826769740121	4.8283137373023	3.97029191355212	1.6094379124341	5.80513496891649	5.6937321388027	1.94591014905531	2.19722457733622	4.60517018598809	4.21950770517611	1.09861228866811	3.97029191355212	4.18965474202643	ENSG00000189223	0.320800835021334
3.97029191355212	3.04452243772342	5.01063529409626	4.45434729625351	1.94591014905531	0	3.2188758248682	1.38629436111989	4.61512051684126	2.89037175789616	3.78418963391826	4.68213122712422	2.94443897916644	4.47733681447821	4.88280192258637	2.56494935746154	0.693147180559945	4.8283137373023	4.20469261939097	3.91202300542815	4.06044301054642	3.98898404656427	4.31748811353631	0.693147180559945	4.30406509320417	4.96284463025991	ENSG00000232629	0.319069366284204
3.71357206670431	0	1.09861228866811	1.09861228866811	0.693147180559945	0.693147180559945	2.99573227355399	1.6094379124341	3.49650756146648	0	3.09104245335832	0	3.49650756146648	0.693147180559945	3.2188758248682	3.04452243772342	1.6094379124341	1.94591014905531	4.14313472639153	3.55534806148941	0	0.693147180559945	0	0.693147180559945	3.36729582998647	0.693147180559945	ENSG00000241945	0.31539666641237
0	2.77258872223978	3.43398720448515	2.94443897916644	0	2.07944154167984	0	0.693147180559945	2.07944154167984	0	1.38629436111989	1.09861228866811	0	0	3.17805383034795	0	2.39789527279837	0	0	3.58351893845611	0	4.00733318523247	0	2.77258872223978	1.94591014905531	0	ENSG00000234426	0.311224598125238
4.91265488573605	4.46590811865458	2.99573227355399	4.55387689160054	2.94443897916644	4.90527477843843	4.46590811865458	1.38629436111989	4.87519732320115	4.14313472639153	2.484906649788	5.16478597392351	0.693147180559945	3.91202300542815	5.2257466737132	1.94591014905531	5.6937321388027	5.43372200355424	6.03787091992214	5.5834963087817	5.06890420222023	5.37063802812766	3.49650756146648	5.69035945432406	4.98360662170834	5.41610040220442	ENSG00000196411	0.307671770710771
4.94875989037817	4.02535169073515	2.19722457733622	4.90527477843843	1.79175946922805	2.63905732961526	5.35185813347607	4.45434729625351	2.63905732961526	2.63905732961526	2.19722457733622	2.94443897916644	2.56494935746154	4.91998092582813	4.46590811865458	0.693147180559945	2.83321334405622	2.70805020110221	2.19722457733622	2.484906649788	5.47227067367148	2.70805020110221	0.693147180559945	2.30258509299405	4.80402104473326	5.18738580584075	ENSG00000224114	0.300330719328245
6.4393503711001	8.97550372207093	5.74620319054015	7.40974195408092	4.43081679884331	5.66296048013595	6.59714570188665	5.34233425196481	4.60517018598809	5.13579843705026	5.32787616878958	3.97029191355212	7.58731050602262	8.21527695893663	8.59987855803485	7.29776828253138	5.57215403217776	6.18208490671663	7.8164169836918	8.47428569040496	7.09007683577609	6.58479139238572	6.28785856016178	5.98645200528444	4.34380542185368	7.54168309988211	ENSG00000134321	0.293355123535253
5.89164421182577	8.83287946027762	5.5834963087817	6.71538338633468	4.62497281328427	5.66642668811243	5.65248918026865	5.28826703069454	4.70048036579242	5.71373280550937	5.17614973257383	4.83628190695148	6.93925394604151	7.97177612288063	9.18932100475211	7.88231491898027	6.25958146406492	6.24997524225948	8.40223117294656	8.53109609658523	7.00306545878646	7.08924315502751	7.70165236264223	5.25227342804663	4.77068462446567	7.73149202924568	ENSG00000149131	0.291644400146926
4.00733318523247	3.09104245335832	3.17805383034795	3.71357206670431	2.63905732961526	1.38629436111989	3.36729582998647	0.693147180559945	1.38629436111989	2.56494935746154	2.19722457733622	3.73766961828337	3.61091791264422	4.94875989037817	4.67282883446191	5.24702407216049	2.77258872223978	4.66343909411207	6.34035930372775	2.77258872223978	3.95124371858143	3.04452243772342	5.01063529409626	3.13549421592915	0.693147180559945	2.19722457733622	ENSG00000211934	0.290661814244595
3.13549421592915	0.693147180559945	1.6094379124341	1.79175946922805	3.61091791264422	2.19722457733622	0	2.30258509299405	0.693147180559945	1.38629436111989	2.94443897916644	0.693147180559945	2.39789527279837	0.693147180559945	0	3.68887945411394	0	3.40119738166216	4.63472898822964	0	0.693147180559945	2.83321334405622	2.56494935746154	0	0.693147180559945	3.17805383034795	ENSG00000177359	0.288537090841116
7.02642680869964	4.81218435537242	5.12989871492307	7.12044437239249	8.12976444579417	4.82028156560504	7.77401507725073	3.61091791264422	4.36944785246702	4.52178857704904	4.56434819146784	4.58496747867057	7.99361999482774	6.23244801655052	6.30627528694802	5.8805329864007	5.20948615284142	9.22896583609935	6.18001665365257	5.78382518232974	6.01615715969835	5.74620319054015	5.92692602597041	5.66988092298052	5.37063802812766	8.13035354743124	ENSG00000110203	0.288215859277611
2.70805020110221	5.25749537202778	2.07944154167984	2.56494935746154	2.39789527279837	2.19722457733622	2.77258872223978	1.79175946922805	0	2.56494935746154	2.99573227355399	0	2.07944154167984	4.55387689160054	5.02388052084628	4.55387689160054	2.39789527279837	2.484906649788	4.54329478227	4.45434729625351	3.49650756146648	4.0943445622221	4.59511985013459	2.07944154167984	2.19722457733622	4.11087386417331	ENSG00000233030	0.288140080317226
3.09104245335832	1.94591014905531	0	2.39789527279837	0.693147180559945	1.38629436111989	1.09861228866811	0	3.36729582998647	1.94591014905531	3.17805383034795	1.09861228866811	0	3.80666248977032	3.52636052461616	4.52178857704904	0	1.79175946922805	1.38629436111989	1.79175946922805	1.09861228866811	4.21950770517611	3.89182029811063	1.09861228866811	2.30258509299405	1.6094379124341	ENSG00000275063	0.27499312855916
4.43081679884331	2.19722457733622	5.06259503302697	5.39362754635236	5.12989871492307	5.44241771052179	4.80402104473326	3.43398720448515	2.30258509299405	4.30406509320417	4.11087386417331	5.35658627467201	2.70805020110221	0.693147180559945	2.07944154167984	3.80666248977032	5.26785815906333	5.60947179518496	3.40119738166216	1.38629436111989	4.58496747867057	4.34380542185368	4.07753744390572	3.97029191355212	2.39789527279837	2.89037175789616	ENSG00000233614	0.271835416009753
1.94591014905531	4.63472898822964	3.09104245335832	3.04452243772342	2.19722457733622	2.30258509299405	1.79175946922805	1.38629436111989	2.63905732961526	2.89037175789616	2.63905732961526	0	4.72738781871234	2.77258872223978	5.66988092298052	6.29156913955832	2.83321334405622	1.94591014905531	3.3322045101752	3.98898404656427	3.04452243772342	2.94443897916644	2.70805020110221	1.6094379124341	1.09861228866811	3.17805383034795	ENSG00000115155	0.271754701665172
4.36944785246702	2.56494935746154	1.94591014905531	4.58496747867057	4.21950770517611	1.38629436111989	1.94591014905531	2.484906649788	2.07944154167984	0.693147180559945	0.693147180559945	1.09861228866811	0	1.38629436111989	1.09861228866811	0	1.09861228866811	4.33073334028633	2.99573227355399	3.76120011569356	1.6094379124341	3.43398720448515	1.38629436111989	1.6094379124341	1.38629436111989	0.693147180559945	ENSG00000277632	0.271520893085297
4.56434819146784	4.35670882668959	2.56494935746154	6.55393340402581	2.89037175789616	5.50938833662798	3.68887945411394	3.09104245335832	3.49650756146648	4.96284463025991	2.19722457733622	4.12713438504509	5.28320372873799	6.10479323241498	5.93224518744801	8.11552088154677	4.54329478227	4.61512051684126	5.18178355029209	4.36944785246702	4.9416424226093	5.17048399503815	6.7719355558396	5.22035582507832	3.85014760171006	3.93182563272433	ENSG00000204936	0.263000625421723
2.70805020110221	3.66356164612965	1.79175946922805	4.11087386417331	3.71357206670431	0	0	0.693147180559945	2.63905732961526	0.693147180559945	1.09861228866811	1.6094379124341	3.09104245335832	4.23410650459726	2.70805020110221	1.6094379124341	0	1.79175946922805	1.94591014905531	2.07944154167984	0	3.29583686600433	1.38629436111989	1.09861228866811	3.04452243772342	3.76120011569356	ENSG00000002726	0.259307353365252
1.94591014905531	3.55534806148941	0.693147180559945	0.693147180559945	0.693147180559945	1.09861228866811	0.693147180559945	1.6094379124341	0	0	1.38629436111989	0	0.693147180559945	3.49650756146648	4.24849524204936	2.39789527279837	0.693147180559945	1.79175946922805	3.40119738166216	3.87120101090789	1.79175946922805	2.30258509299405	3.76120011569356	0.693147180559945	0	2.07944154167984	ENSG00000234571	0.257227166754453
2.484906649788	5.56068163101553	1.6094379124341	2.63905732961526	2.19722457733622	2.19722457733622	1.79175946922805	1.6094379124341	1.6094379124341	1.94591014905531	1.6094379124341	1.94591014905531	3.13549421592915	4.20469261939097	5.53733426701854	3.49650756146648	1.09861228866811	2.70805020110221	4.35670882668959	4.11087386417331	1.79175946922805	3.09104245335832	3.8286413964891	0	2.07944154167984	3.78418963391826	ENSG00000197646	0.255245805178571
