weights	features	abs_weight
-0.871177893126795	cg15545247/GPR109B	0.871177893126795
-0.871791335826669	cg04848693/MAD1L1	0.871791335826669
-0.872909561879205	cg11855842/ASAP3	0.872909561879205
-0.873976086342609	cg00832703/KLHL6	0.873976086342609
-0.874947904198198	cg16974190/NA	0.874947904198198
-0.875424017538402	cg24299136/GNG7	0.875424017538402
-0.881507794181803	cg04399899/RAPGEF2	0.881507794181803
-0.885529623529288	cg26487582/ZCCHC4	0.885529623529288
-0.88584795623427	cg12522599/EEPD1	0.88584795623427
-0.887154544268649	cg16167050/CEP170	0.887154544268649
-0.890720233717942	cg23217575/NA	0.890720233717942
-0.891010660944132	cg13413982/NA	0.891010660944132
-0.893395623713732	cg03529043/HCG22	0.893395623713732
-0.895749336169753	cg01400040/RORA	0.895749336169753
-0.896067382174611	cg01928411/LARP4	0.896067382174611
-0.897383335746393	cg21398469/CCNG2	0.897383335746393
-0.899512753138291	cg17719126/PHF1	0.899512753138291
-0.900313793286343	cg04902838/SDK1	0.900313793286343
-0.903461760654135	cg18467358/NA	0.903461760654135
-0.905017682230183	cg13626830/RASGRF2	0.905017682230183
-0.907587757713547	cg13377965/ALPL	0.907587757713547
-0.909050788449234	cg00148025/EXOC4	0.909050788449234
-0.915022943177469	cg22374742/UXS1	0.915022943177469
-0.918136506530312	cg07699978/PPM1H	0.918136506530312
-0.919651907822087	cg06369076/ALPL	0.919651907822087
-0.919713643915578	cg23867441/STARD13	0.919713643915578
-0.920942058382658	cg18766900/USP6NL	0.920942058382658
-0.92219885616207	cg03035162/NA	0.92219885616207
-0.925623393583365	cg14109388/NA	0.925623393583365
-0.926470879151597	cg18395354/SDK1	0.926470879151597
-0.930595729410511	cg05213414/NA	0.930595729410511
-0.930828816611788	cg01360627/TNF	0.930828816611788
-0.932583039107331	cg18647570/DHX8	0.932583039107331
-0.933512998744731	cg06147361/SOX5	0.933512998744731
-0.934881131739185	cg02524983/LPP	0.934881131739185
-0.939345912779132	cg07629149/DIP2C	0.939345912779132
-0.939626687767796	cg06419212/ACSF3	0.939626687767796
-0.940913206793455	cg08425796/NA	0.940913206793455
-0.944769992435895	cg12032915/NA	0.944769992435895
-0.945695364871303	cg26615224/TCF3	0.945695364871303
-0.947200349391885	cg21394039/ATP9B	0.947200349391885
-0.947863008946477	cg11090458/NA	0.947863008946477
-0.954612598845841	cg26441291/NA	0.954612598845841
-0.956911360444653	cg06528737/USP6NL	0.956911360444653
-0.959312569554645	cg11181763/EBF1	0.959312569554645
-0.960002561187779	cg18434367/CLIC5	0.960002561187779
-0.961345369004563	cg12208353/NEB	0.961345369004563
-0.967056817752854	cg15236196/FLJ32065	0.967056817752854
-0.975008445707836	cg17479716/NA	0.975008445707836
-0.976080035206775	cg10853431/USP6NL	0.976080035206775
-0.976700263142931	cg02481064/NA	0.976700263142931
-0.990237669624934	cg23844018/DIP2C	0.990237669624934
-0.992396521562955	cg01953399/USP12	0.992396521562955
-0.995956190309631	cg03462096/NA	0.995956190309631
-1	cg20782816/OGG1	1
