weights	features	abs_weight
0.579643272875625	cg16814362/NA	0.579643272875625
0.585357986599314	cg23690264/SLITRK4	0.585357986599314
0.589019474348429	cg03505772/PABPC1L2A	0.589019474348429
0.591864546070228	cg23251359/DGKK	0.591864546070228
0.593180584255063	cg00114913/LONRF3	0.593180584255063
0.595261000281109	cg25452717/RPS6KA6	0.595261000281109
0.597289338427545	cg04924736/BEX5	0.597289338427545
0.597667617537829	cg16679837/AR	0.597667617537829
0.601134368947485	cg14007036/GPR101	0.601134368947485
0.60323776751339	cg24496423/SRPK3	0.60323776751339
0.604991902921752	cg07954607/TCEAL2	0.604991902921752
0.619136882181498	cg01813294/NHS	0.619136882181498
0.621388853539617	cg02621658/STARD8	0.621388853539617
0.624407544655789	cg05137263/NR0B1	0.624407544655789
0.630924464131718	cg16626088/SRPX	0.630924464131718
0.639648104369152	cg25712015/GPR50	0.639648104369152
0.64186141425262	cg17386265/FGF13	0.64186141425262
0.644254178475815	cg26777760/HS6ST2	0.644254178475815
0.645653573022833	cg22822140/SRPK3	0.645653573022833
0.646437003746829	cg00767637/PABPC1L2B	0.646437003746829
0.648943886799202	cg05476522/FGD1	0.648943886799202
0.649009658938315	cg00723997/PCSK1N	0.649009658938315
0.652780621376429	cg23192736/NA	0.652780621376429
0.659697651390833	cg24605338/NHS	0.659697651390833
0.664654655782284	cg11329209/FAM155B	0.664654655782284
0.665509415736205	cg26010110/SMARCA1	0.665509415736205
0.666106009128395	cg07822777/ESX1	0.666106009128395
0.668351470751562	cg10674704/PTCHD1	0.668351470751562
0.672878753249211	cg01828474/KLHL34	0.672878753249211
0.674697589072029	cg27558057/BCYRN1	0.674697589072029
0.675537821202826	cg07816287/GPC3	0.675537821202826
0.678959877724949	cg12230162/SRPK3	0.678959877724949
0.687167700854498	cg14541448/NA	0.687167700854498
0.691404506276694	cg01891172/KLHL34	0.691404506276694
0.697506191988437	cg19321437/HDX	0.697506191988437
0.698589904083819	cg06915915/NA	0.698589904083819
0.705196649963375	cg09146364/FAM155B	0.705196649963375
0.712237801570418	cg17825572/NA	0.712237801570418
0.717355802821399	cg19010939/LANCL3	0.717355802821399
0.718921949786286	cg06077978/PCSK1N	0.718921949786286
0.726035184799864	cg21634944/EDA	0.726035184799864
0.73084968950549	cg07648454/NA	0.73084968950549
0.737119993229876	cg16515238/FAM70A	0.737119993229876
0.73737585756827	cg14720319/CCDC160	0.73737585756827
0.737627435008037	cg02615131/NA	0.737627435008037
0.738888180139291	cg03335173/GABRQ	0.738888180139291
0.746818386889267	cg07990395/FGF13	0.746818386889267
0.748164155509947	cg16221895/EDA	0.748164155509947
0.762943873620958	cg24818939/GPRASP1	0.762943873620958
0.764271938938051	cg25888700/KLHL34	0.764271938938051
0.78334697069881	cg08395966/BHLHB9	0.78334697069881
0.794058739561303	cg14308265/NA	0.794058739561303
0.794276974456197	cg16590821/LONRF3	0.794276974456197
0.806243613811085	cg21881821/EDA	0.806243613811085
0.807320022301399	cg24328927/PNMA3	0.807320022301399
0.807997511058412	cg24186901/EDA	0.807997511058412
0.811096065508257	cg00729461/CCDC160	0.811096065508257
0.815236812646414	cg01215118/NA	0.815236812646414
0.844960421208431	cg13130271/PCSK1N	0.844960421208431
0.858791543917808	cg04907664/EFNB1	0.858791543917808
0.874734916844884	cg05534333/LAGE3	0.874734916844884
0.875795368545866	cg10818284/SYP	0.875795368545866
0.878009631073474	cg20766178/NHSL2	0.878009631073474
0.878390609342152	cg05088151/NA	0.878390609342152
0.879992242301226	cg03670113/TAZ	0.879992242301226
0.883785353715578	cg23554546/UPF3B	0.883785353715578
0.884364323191193	cg01733439/PRICKLE3	0.884364323191193
0.890432825132086	cg12413138/TAZ	0.890432825132086
0.890585406968386	cg13244998/NA	0.890585406968386
0.891943004253794	cg00723973/RP2	0.891943004253794
0.892095665477105	cg20015269/CLCN5	0.892095665477105
0.89367157704442	cg07837161/FAM3A	0.89367157704442
0.895752390005525	cg21290550/LOC100133957	0.895752390005525
0.897024646253461	cg17479100/SLC35A2	0.897024646253461
0.900478060645167	cg26505478/CUL4B	0.900478060645167
0.901917744100573	cg26674826/MMGT1	0.901917744100573
0.903850738446074	cg10950297/EFNB1	0.903850738446074
0.906457887294101	cg08059778/BCORL1	0.906457887294101
0.909536277442998	cg06041068/BCAP31	0.909536277442998
0.912143505678037	cg05452887/NDUFA1	0.912143505678037
0.912860449779816	cg10717149/SLC25A14	0.912860449779816
0.924817800854347	cg26428339/FAM120C	0.924817800854347
0.928232236223357	cg03334316/FAM120C	0.928232236223357
0.928593447126147	cg05425577/FGD1	0.928593447126147
0.928855106716387	cg26439324/NA	0.928855106716387
0.929670887647611	cg15450782/FAM120C	0.929670887647611
0.931586972559641	cg13574945/OTUD5	0.931586972559641
0.93795404905117	cg23696472/TSPYL2	0.93795404905117
0.93830089090486	cg12935118/SMARCA1	0.93830089090486
0.94018823771869	cg00845806/VBP1	0.94018823771869
0.950751155934429	cg24264679/DLG3	0.950751155934429
0.95606786287545	cg01742836/FHL1	0.95606786287545
0.982325355123904	cg11673471/ZDHHC9	0.982325355123904
0.982630677570526	cg14804181/NA	0.982630677570526
1	cg08417382/IKBKG	1
