Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Immune System R-HSA-168256	4/1943	0.122798547957955	0.212168251647525	0	0	2.32607013924703	4.87825776092579	HNRNPDL;CCL4;KLRD1;KLRG1
ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821	1/131	0.123214749567927	0.212168251647525	0	0	8.03643724696356	16.8269053900469	PTGER2
Signaling By NTRKs R-HSA-166520	1/132	0.124097314266769	0.212168251647525	0	0	7.97468862997188	16.6406968663328	FOSB
GPCR Downstream Signaling R-HSA-388396	2/619	0.126070990109399	0.212168251647525	0	0	3.48694399423735	7.22114759550335	PTGER2;CCL4
Diseases Of Glycosylation R-HSA-3781865	1/143	0.133749989760905	0.219732126035773	0	0	7.35285396590067	14.7923463877313	SPON2
G Alpha (S) Signaling Events R-HSA-418555	1/153	0.142437381264274	0.223367711528066	0	0	6.86565096952909	13.380143154068	PTGER2
Metabolism Of Steroids R-HSA-8957322	1/153	0.142437381264274	0.223367711528066	0	0	6.86565096952909	13.380143154068	AKR1C3
Signaling By GPCR R-HSA-372790	2/689	0.149975351711968	0.226847600398576	0	0	3.12032993692382	5.92015306351454	PTGER2;CCL4
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851	1/165	0.152753009510351	0.226847600398576	0	0	6.3594351732991	11.9489524744733	PTGER2
Cytokine Signaling In Immune System R-HSA-1280215	2/702	0.154519379981639	0.226847600398576	0	0	3.06031746031746	5.71494624318094	HNRNPDL;CCL4
Fatty Acid Metabolism R-HSA-8978868	1/173	0.159564486244743	0.228349005889953	0	0	6.06119951040392	11.124162714107	AKR1C3
Metabolism Of Lipids R-HSA-556833	2/732	0.16511464214707	0.228349005889953	0	0	2.92998477929985	5.27724025494108	AKR1C3;G0S2
Adaptive Immune System R-HSA-1280218	2/733	0.165470294123154	0.228349005889953	0	0	2.92582459340325	5.26345192004798	KLRD1;KLRG1
Metabolism Of Vitamins And Cofactors R-HSA-196854	1/186	0.170522303505939	0.228490881651962	0	0	5.63157894736842	9.96163905765557	AKR1C3
ESR-mediated Signaling R-HSA-8939211	1/188	0.172196026752203	0.228490881651962	0	0	5.5707852518998	9.79968956082028	FOSB
Peptide Ligand-Binding Receptors R-HSA-375276	1/196	0.178858890862964	0.232854027727255	0	0	5.34008097165992	9.19112363627508	CCL4
Diseases Of Metabolism R-HSA-5668914	1/247	0.220151963295075	0.276190644861094	0	0	4.22207958921694	6.3898524334129	SPON2
Leishmania Infection R-HSA-9658195	1/247	0.220151963295075	0.276190644861094	0	0	4.22207958921694	6.3898524334129	PTGER2
Signal Transduction R-HSA-162582	4/2465	0.226813581408502	0.279466734235475	0	0	1.7796627387241	2.64035538070251	PTGER2;CCL4;AKR1C3;FOSB
G Alpha (I) Signaling Events R-HSA-418594	1/312	0.26992586503101	0.326752362932275	0	0	3.32865121001862	4.35922802632116	CCL4
Transcriptional Regulation By TP53 R-HSA-3700989	1/354	0.300466037432065	0.357450975565732	0	0	2.92634560906516	3.51869810138613	DDIT4
Signaling By Receptor Tyrosine Kinases R-HSA-9006934	1/496	0.394980629973201	0.461926499460185	0	0	2.07177033492823	1.92450590234514	FOSB
Sensory Perception R-HSA-9709957	1/616	0.465266453917172	0.535056422004748	0	0	1.65725288831836	1.26803879161123	AKR1C3
Disease R-HSA-1643685	2/1736	0.528185152342118	0.597455336255839	0	0	1.16916570549789	0.746288278453929	SPON2;PTGER2
Metabolism R-HSA-1430728	2/2049	0.622186027069435	0.686369415031218	0	0	0.973402811702763	0.461895356621724	AKR1C3;G0S2
Infectious Disease R-HSA-5663205	1/961	0.626685118071981	0.686369415031218	0	0	1.04276315789474	0.487294765537239	PTGER2
Innate Immune System R-HSA-168249	1/1035	0.654671230818006	0.705817420725662	0	0	0.964369337269673	0.408528170621075	KLRD1
Generic Transcription Pathway R-HSA-212436	1/1190	0.706967262928199	0.750472940646857	0	0	0.83179142136249	0.2884410750707	DDIT4
RNA Polymerase II Transcription R-HSA-73857	1/1312	0.742742314542157	0.776503328839528	0	0	0.749488136818018	0.222902352756664	DDIT4
Post-translational Protein Modification R-HSA-597592	1/1383	0.761609382718332	0.784343991157685	0	0	0.708279381521822	0.192879686479637	SPON2
Gene Expression (Transcription) R-HSA-74160	1/1449	0.777962616558206	0.789403243272297	0	0	0.673596975865077	0.169124577672406	DDIT4
Metabolism Of Proteins R-HSA-392499	1/1890	0.86280381012597	0.86280381012597	0	0	0.50405394109944	0.0743822060090501	SPON2
