X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000103647	133.020436657198	5.52401121346904	0.884175943585839	6.24763798827869	4.16706099317658e-10	5.63375680327492e-08	CORO2B
ENSG00000163029	9342.50194736287	0.661935024856172	0.106077693470237	6.24009632187088	4.37301528055943e-10	5.835419741266e-08	SMC6
ENSG00000185697	1077.07416935643	1.64050266284201	0.264707032350885	6.19742757973815	5.73934316617027e-10	7.49640902954231e-08	MYBL1
ENSG00000106123	1951.07407502864	0.847345171411467	0.137298188330081	6.17156847965357	6.7615833661296e-10	8.54204128118627e-08	EPHB6
ENSG00000236304	621.443483854856	1.98168928236814	0.32315062711085	6.13240116562845	8.6562486727164e-10	1.07592284409872e-07	AP001189.1
ENSG00000115109	967.082466614608	1.36653378839337	0.223154522491317	6.12371092970587	9.14206917597553e-10	1.12721712939778e-07	EPB41L5
ENSG00000147570	11.5089054629636	1.75352022147964	0.287504996916907	6.09909476455616	1.06670820011673e-09	1.2996553465849e-07	DNAJC5B
ENSG00000153395	7073.43541087823	0.596446282002458	0.0981816016885428	6.07492923057558	1.24042413299504e-09	1.48523293693864e-07	LPCAT1
ENSG00000248571	212.452235045671	1.44096115507836	0.237479439936295	6.0677301389329	1.29730646083119e-09	1.53805660212006e-07	AC106882.1
ENSG00000154027	16.6337701569054	1.13672385326989	0.187726468969819	6.05521352160859	1.40231530272642e-09	1.63118374364309e-07	AK5
ENSG00000251309	29.5584024018984	1.47060375244108	0.242980868972737	6.05234378598787	1.42753407451261e-09	1.65427585890418e-07	AP002075.1
ENSG00000255363	16.0447349891254	1.66227118205566	0.274864981092771	6.04759171374623	1.47026974218452e-09	1.69732019779809e-07	LINC02757
ENSG00000101096	4960.51426508291	0.500254164619819	0.0831534624335027	6.01603529161361	1.78740619696892e-09	2.01819765646765e-07	NFATC2
ENSG00000166387	3140.95829346249	0.97396597406709	0.162440206400555	5.99584299754844	2.0243253039912e-09	2.2527013536292e-07	PPFIBP2
ENSG00000272264	67.0738220737836	1.23001555083071	0.205511157662853	5.98515216798394	2.16187651522562e-09	2.38852485956379e-07	AC009686.2
ENSG00000231544	25.3323052823011	0.779883405426629	0.13037533356225	5.98183248408919	2.2064112669836e-09	2.41185329387834e-07	RSL24D1P11
ENSG00000211950	337.442195570029	4.54543690288959	0.760511290153948	5.97681712518623	2.27539380029511e-09	2.46932924147627e-07	IGHV1-24
ENSG00000144645	13352.5839042623	0.63772550438362	0.106731680693535	5.97503478104834	2.30041098581846e-09	2.47937652579909e-07	OSBPL10
ENSG00000171522	6962.27306388568	0.959935545365778	0.16090025010019	5.96602892020393	2.43097215529368e-09	2.60189988496277e-07	PTGER4
ENSG00000132704	38777.3965779602	1.28569878269422	0.217495962151387	5.9113685145075	3.39277032062805e-09	3.49773060646688e-07	FCRL2
ENSG00000178295	5952.25357839297	1.06032118360484	0.179431548599299	5.90933529739919	3.43490915823893e-09	3.52936916009051e-07	GEN1
ENSG00000153234	35589.6837901161	1.12942298938047	0.19171653325055	5.89110897339483	3.83612468394957e-09	3.91551468154787e-07	NR4A2
ENSG00000068831	45474.226758273	0.596300026175588	0.101766771375128	5.85947670460658	4.6432801374654e-09	4.66218600121729e-07	RASGRP2
ENSG00000140044	1441.89621121048	0.63711728093262	0.10899838885447	5.84519906788046	5.05962835152029e-09	5.04734770018165e-07	JDP2
ENSG00000119986	484.530548154812	0.652253976572393	0.111851257429527	5.83144071476666	5.49508357964676e-09	5.41169173618566e-07	AVPI1
ENSG00000161911	38.9606877948082	1.27304926938468	0.218390965821232	5.82922129858963	5.56866154595143e-09	5.44933308425247e-07	TREML1
ENSG00000105193	70099.0568538314	0.50396581385388	0.0867071421857069	5.81227568052584	6.16292375517206e-09	5.97396618720688e-07	RPS16
ENSG00000172548	574.958986405266	1.31171726609336	0.225880848886738	5.80712031390979	6.35564668843488e-09	6.10320277791293e-07	NIPAL4
ENSG00000271314	13.4035557054727	2.99100478689692	0.515547465651349	5.80160894228826	6.56816008215356e-09	6.19154539854384e-07	AL161729.2
ENSG00000177369	3.43290087853339	1.91443779310662	0.332197318632317	5.76295377996581	8.26544363701169e-09	7.53793787310312e-07	FLJ40194
ENSG00000258878	2.74274237536081	3.103978148661	0.543511368403433	5.71097189333675	1.12332799171877e-08	9.95016820250894e-07	AL355076.3
ENSG00000272899	99.8313019875331	0.779581779613914	0.137437716049218	5.67225505504427	1.40929943148195e-08	1.21345404959305e-06	ATP6V1FNB
ENSG00000175505	132.833772932473	1.73924909997211	0.306833182291387	5.66838660337726	1.4414842222275e-08	1.23770894568698e-06	CLCF1
ENSG00000259341	5.51132146158171	2.39998920215747	0.42477739089821	5.64999280466079	1.60454553116496e-08	1.36380674576244e-06	AC015660.1
ENSG00000133818	6765.17096776657	0.533209220454059	0.0945362041959729	5.64026475347709	1.69788893646596e-08	1.42998432968752e-06	RRAS2
ENSG00000181722	607.097951718805	0.541210318326425	0.0965407493523334	5.60602980562367	2.07020327278838e-08	1.69267946641119e-06	ZBTB20
ENSG00000103056	552.67607886632	0.83937581211571	0.14979654145443	5.60343919803423	2.10139852518849e-08	1.71210983085152e-06	SMPD3
ENSG00000157800	594.682757680065	0.974892262407338	0.173990460657906	5.60313627954659	2.10507583420187e-08	1.71210983085152e-06	SLC37A3
ENSG00000186891	79.1219064386736	1.56092221874546	0.279259720204133	5.58950004535013	2.27724307296213e-08	1.81385058718495e-06	TNFRSF18
ENSG00000108798	148.483711769388	1.35617332966121	0.242733721446979	5.58708250990764	2.30916029244595e-08	1.82981660706032e-06	ABI3
ENSG00000204099	116.044986201064	2.03375747906551	0.366105313075063	5.55511599103323	2.77427476047034e-08	2.1649878352278e-06	NEU4
ENSG00000168594	529.839859551872	2.9841478146127	0.537510654336663	5.55179286314875	2.82754519928217e-08	2.2009868880776e-06	ADAM29
ENSG00000159958	6958.68857191909	0.575211429057509	0.103825742195945	5.54016197613055	3.02192006275055e-08	2.33460365750089e-06	TNFRSF13C
ENSG00000242114	43.1116886261166	1.14910147770637	0.207803255990012	5.52975684732103	3.2067496169873e-08	2.46503882652453e-06	MTFP1
ENSG00000168298	950.770508031997	1.77555088679785	0.321368720482978	5.52496485696995	3.29551569019391e-08	2.51446215718385e-06	H1-4
ENSG00000073417	2769.36188964575	0.929560219953252	0.168266634843185	5.52432881788806	3.30747527797849e-08	2.51735618379474e-06	PDE8A
ENSG00000174136	1362.26370940303	0.526916591010208	0.0955220987501167	5.51617476903023	3.46457734547021e-08	2.62397043425354e-06	RGMB
ENSG00000122224	32173.4439114849	1.05564161508248	0.192494827013629	5.48399991552887	4.15814968001674e-08	3.06638669584967e-06	LY9
ENSG00000245812	26.4819095920739	4.1834994087794	0.764890152229638	5.46941204117295	4.51530935081824e-08	3.27492731150523e-06	LINC02202
ENSG00000105643	14338.6536783427	0.618779786351942	0.113179571712738	5.46723915798578	4.57099138724023e-08	3.3075307397108e-06	ARRDC2
ENSG00000225521	28.4448562352302	1.90292701281941	0.34826570509087	5.46400918896937	4.65499423365504e-08	3.35240178885156e-06	SNED1-AS1
ENSG00000105717	121.796329950946	0.933054065970162	0.171080920432289	5.45387564909349	4.92836722984667e-08	3.5084738997696e-06	PBX4
ENSG00000157734	457.706737448295	1.40765154477572	0.258629284374125	5.44273842841189	5.24676630556395e-08	3.71796715790825e-06	SNX22
ENSG00000078269	852.737554925207	1.19010644950003	0.219575809323951	5.42002533505051	5.95905898735636e-08	4.12782007382606e-06	SYNJ2
ENSG00000205268	12449.2706222043	0.512404507850819	0.0945649036560285	5.41854840475114	6.00848726549156e-08	4.15272690490532e-06	PDE7A
ENSG00000184271	2398.72974991176	0.550130053794209	0.101849450324302	5.40140424953224	6.6121230035341e-08	4.49930886498761e-06	POU6F1
ENSG00000269534	23.4885683635384	0.605153760071624	0.112092249013711	5.39871191269969	6.71210536492796e-08	4.55728299281727e-06	AC011466.3
ENSG00000203876	26.2335165128728	0.97097680002836	0.179901127825708	5.39728022699816	6.76586718610445e-08	4.57363719323837e-06	ADD3-AS1
ENSG00000121152	75.211229895047	1.03416145940874	0.193166796324501	5.35372268467637	8.61628804063121e-08	5.57977056412725e-06	NCAPH
ENSG00000186174	1997.03797896179	0.769158318029155	0.143719906306873	5.35178694304764	8.70899023867237e-08	5.62797954102884e-06	BCL9L
ENSG00000107968	8428.2654432095	1.24359949513522	0.232446857935634	5.35003788039836	8.7935823579905e-08	5.67075682395517e-06	MAP3K8
ENSG00000128016	48863.2858222435	0.66505287101727	0.124457548631066	5.34361216601421	9.11124049152434e-08	5.82804708830781e-06	ZFP36
ENSG00000266733	27.3362731278299	1.25840813630625	0.235499300771888	5.34357483092991	9.11311823702957e-08	5.82804708830781e-06	TBC1D29P
ENSG00000135926	2427.35657330849	0.619545649007539	0.116148656568096	5.33407503206297	9.60328105091287e-08	6.10352862668844e-06	TMBIM1
ENSG00000123358	8850.38275200192	1.6193317387624	0.304128180862355	5.32450407644166	1.01228832171797e-07	6.38114264150439e-06	NR4A1
ENSG00000231930	0.922659346261197	2.80389339509001	0.527018755970637	5.32029147601387	1.03601133488132e-07	6.51735701994216e-06	AF228730.1
ENSG00000263331	12.0135998221472	2.15942905420409	0.406062818965726	5.31796794324662	1.04932550347448e-07	6.57428021231726e-06	AC008551.1
ENSG00000135253	205.146290023809	1.12574036902461	0.211802511081989	5.31504732060914	1.06629613197007e-07	6.64011682181359e-06	KCP
ENSG00000059804	19894.3775230444	1.46275435176626	0.275356310411931	5.31222382221055	1.08295476421135e-07	6.70322903751303e-06	SLC2A3
ENSG00000151502	1409.90936668585	0.547163663169438	0.103226489710906	5.30061290180277	1.15414566405893e-07	7.08696017821044e-06	VPS26B
ENSG00000156738	61852.3891931222	1.00773664995065	0.190302765663109	5.29543880478668	1.18730951169635e-07	7.24729023723562e-06	MS4A1
ENSG00000072858	7416.01238346015	0.6130124477358	0.115783186860533	5.29448587793843	1.19351711627455e-07	7.27078361841165e-06	SIDT1
ENSG00000083454	3558.05298960056	1.0474828200286	0.198047108865676	5.28905888113239	1.22947311321149e-07	7.47505102854917e-06	P2RX5
ENSG00000180530	598.858564921617	1.54836626825194	0.293528707545405	5.27500795816515	1.32750326785211e-07	7.97666437262013e-06	NRIP1
ENSG00000142552	880.119753361809	0.91433932940526	0.173424894087661	5.27224960531382	1.34761626524985e-07	8.06607211190808e-06	RCN3
ENSG00000267733	19.0846435562286	3.47144920553742	0.660487915430164	5.25588602673605	1.47313503962068e-07	8.7158133582164e-06	AP005264.4
ENSG00000188316	18.3588489917039	1.68641073466647	0.322394730952598	5.23088801632564	1.68697684306744e-07	9.83006827742037e-06	ENO4
ENSG00000136634	240.29311425548	2.09683046220459	0.401060069977783	5.22822045665314	1.71149361442006e-07	9.91668997452977e-06	IL10
ENSG00000104880	10683.0831236736	0.567282791453525	0.108588334622514	5.22415960632947	1.74947832199292e-07	1.00988144710546e-05	ARHGEF18
ENSG00000170820	1.00195846206721	2.34087303588113	0.448182258626519	5.22303815205643	1.76011107721194e-07	1.01412007392632e-05	FSHR
ENSG00000132842	5281.80041449725	0.549002622608078	0.105255716512866	5.21589364261246	1.82933123631613e-07	1.04618061891363e-05	AP3B1
ENSG00000227589	46.9680102404073	1.43120536812903	0.274801253109343	5.20814716794452	1.90735623135158e-07	1.08476486773824e-05	TP73-AS3
ENSG00000111801	3633.55186344316	0.604755393829486	0.11619113292386	5.20483257724825	1.94171585001019e-07	1.09822735920301e-05	BTN3A3
ENSG00000033170	2414.86069923173	1.11497414903015	0.214514389413882	5.19766600309002	2.01806299976835e-07	1.13309274986993e-05	FUT8
ENSG00000197880	683.830076347714	1.101637287904	0.212232379937376	5.19071259639582	2.09490774618279e-07	1.16352308605557e-05	MDS2
ENSG00000213809	118.237201809846	2.13533595780609	0.411459518182155	5.18966232022069	2.10675783920824e-07	1.16800018693514e-05	KLRK1
ENSG00000199023	14.1678705555849	1.40717383767831	0.271828076196727	5.17670528139231	2.25838539858421e-07	1.24534400556991e-05	MIR339
ENSG00000174292	689.080974392555	0.626606035109696	0.121423332610031	5.16050763589345	2.46281116617889e-07	1.34603110279192e-05	TNK1
ENSG00000216863	34.4502440078458	1.05182483133687	0.204918123145181	5.13290291357818	2.85307097123818e-07	1.53483268217133e-05	LY86-AS1
ENSG00000240898	40.5335422402249	0.924233343258443	0.180867170993737	5.11001160785804	3.22139019373054e-07	1.72095931926766e-05	AC132942.1
ENSG00000171174	194.731407209806	0.816058878619788	0.159802834560035	5.10666084782876	3.27901503370787e-07	1.74071173019982e-05	RBKS
ENSG00000272825	14.6645653180261	1.74510011888539	0.34173764940883	5.10654919615742	3.28095219868968e-07	1.74071173019982e-05	AL844908.1
ENSG00000167083	46.9024862887246	1.23914060636002	0.242964649589742	5.10008599379527	3.39499200513056e-07	1.79503651043138e-05	GNGT2
ENSG00000254810	29.7610585399956	2.02846750996342	0.398324566481016	5.09249913427093	3.53374328561421e-07	1.8620108851121e-05	AP001189.3
ENSG00000127528	41085.0174797181	0.752321016428539	0.148071904218404	5.08078166752605	3.75884940223945e-07	1.96383953939036e-05	KLF2
ENSG00000165186	2.52693233861298	3.1624458522226	0.623923893671842	5.06864039716664	4.00667387335401e-07	2.06531307936684e-05	PTCHD1
ENSG00000160613	11491.793585562	0.522124080879012	0.103248182555808	5.05698083931688	4.25946015642005e-07	2.17021255077104e-05	PCSK7
ENSG00000187164	145.73601484911	1.82589566701022	0.361597627967759	5.04952335354649	4.42913791600835e-07	2.24184197472836e-05	SHTN1
ENSG00000228382	128.428414985587	0.641839437624798	0.127290759910393	5.04230973306017	4.59946002894959e-07	2.31663979399299e-05	ITPKB-IT1
ENSG00000261468	492.504660654543	0.555038470418745	0.110388327596789	5.02805398453099	4.95482400859245e-07	2.46821786262002e-05	AC096921.2
ENSG00000151490	2323.80965737591	0.664112199652405	0.13234319595003	5.01810610575824	5.21833550055198e-07	2.57368306887224e-05	PTPRO
ENSG00000185614	20.6346325460167	1.3794268195105	0.275320778485825	5.01025322933088	5.4358460492721e-07	2.66391024592707e-05	INKA1
ENSG00000242290	5.60246847614849	1.32463970852513	0.264468557974509	5.00868503488725	5.48031722292268e-07	2.6798115894781e-05	ZBTB20-AS5
ENSG00000105245	965.836552583277	0.605040471152761	0.120994262922519	5.00057156875457	5.71606045184353e-07	2.77476477839491e-05	NUMBL
ENSG00000110092	537.492961465876	0.659634795919227	0.132224587530798	4.98874534787704	6.07726935089601e-07	2.93164049673505e-05	CCND1
ENSG00000109321	106.600754957736	1.89373956146613	0.379706295086396	4.98737994595333	6.12036277892255e-07	2.94781535406699e-05	AREG
ENSG00000051128	445.722505835172	1.54261031062331	0.309365456862682	4.98636895750137	6.15246019188302e-07	2.95705914187953e-05	HOMER3
ENSG00000258900	115.854360078703	0.610935565197792	0.122841314133118	4.97337210619343	6.57981887142451e-07	3.11257178966179e-05	HNRNPCP1
ENSG00000214900	791.524920570085	0.609675612586164	0.122639262628863	4.97129222336567	6.65081153596372e-07	3.13952933531518e-05	LINC01588
ENSG00000202337	35.0321121667628	0.678566613448163	0.136701036162612	4.96387322654216	6.9101057510233e-07	3.25196961488997e-05	RNU6-8
ENSG00000070882	1895.41442309592	0.764371930759166	0.154389079899891	4.95094556723052	7.38537602841059e-07	3.45979051786864e-05	OSBPL3
ENSG00000204634	260.606118180634	1.30698619366425	0.264703144665545	4.9375544643251	7.91083172774761e-07	3.65594284869295e-05	TBC1D8
ENSG00000085117	6152.60311907879	0.773689194109067	0.156938439293229	4.92988969173754	8.22760601919137e-07	3.77982080821387e-05	CD82
ENSG00000144488	174.724101904423	1.87065377822864	0.379986653693144	4.92294600362272	8.52509812878304e-07	3.88736908017363e-05	ESPNL
ENSG00000139722	2356.21151319762	1.58668598059098	0.322417223473593	4.92121966530407	8.60065306732724e-07	3.91025266667201e-05	VPS37B
ENSG00000148700	13814.3372928055	0.851287901391986	0.173448858071579	4.90800522330724	9.20074048232742e-07	4.13822546563729e-05	ADD3
ENSG00000258613	2.98490566421086	1.59943018411572	0.325894293202993	4.90781893845396	9.20948149043693e-07	4.13822546563729e-05	RPL21P7
ENSG00000197520	152.532635367706	1.22301677133831	0.249239434506073	4.90699545102887	9.24821771755715e-07	4.14958240383842e-05	FAM177B
ENSG00000231705	52.3708397730278	1.00465350562976	0.205536981002298	4.88794522878842	1.01893867332999e-06	4.51924958351033e-05	AL451069.2
ENSG00000227039	1050.55404692106	1.5468936028719	0.316848304812457	4.88212680761383	1.0494772885497e-06	4.64133965847122e-05	ITGB2-AS1
ENSG00000172575	2048.06246269214	0.907952427839541	0.186031711993873	4.88063254435591	1.05746113925693e-06	4.66994836928295e-05	RASGRP1
ENSG00000119514	238.677481937929	0.519195412551902	0.106580620333825	4.87138666415819	1.10817724695103e-06	4.8657271190261e-05	GALNT12
ENSG00000224563	20.6600611311673	1.48227482916953	0.305036307403196	4.85933901373343	1.1777830674477e-06	5.12784788899371e-05	LPP-AS1
ENSG00000143387	2079.35904497389	0.540100900085716	0.111160341843713	4.85875530002484	1.18126019052014e-06	5.13478283436716e-05	CTSK
ENSG00000185567	99.8915198030664	1.76537726987337	0.363378386733744	4.85823410066187	1.18437326690513e-06	5.13478283436716e-05	AHNAK2
ENSG00000256358	1.29570231837479	1.70509084522782	0.351263237375291	4.85416822428843	1.20893081352424e-06	5.21922861721073e-05	RPL31P57
ENSG00000122786	7.74591802952145	1.45243715141652	0.299420415016613	4.85082872968408	1.22946679265048e-06	5.2815726131293e-05	CALD1
ENSG00000216490	260.72730654142	1.15572768965638	0.239678240850155	4.82199671341437	1.42128288138432e-06	6.04290273360987e-05	IFI30
ENSG00000181626	5.94965015943832	3.21830204029654	0.667546318285304	4.82109173871747	1.42774674555391e-06	6.06202388866379e-05	ANKRD62
ENSG00000125522	11.2312300266066	2.41804986330563	0.502078589592675	4.81607842562523	1.46407000777171e-06	6.18218602596751e-05	NPBWR2
ENSG00000259078	6.59058123275227	1.40601678771983	0.292845235274587	4.80122815179656	1.57695477717308e-06	6.59560800629038e-05	PTBP1P
ENSG00000181378	7.83893300399578	0.880116133953957	0.18337158021338	4.79963216180943	1.58957311229998e-06	6.63039122958686e-05	CFAP65
ENSG00000260905	17.1314100112233	0.648701348138685	0.135238837629617	4.79670898913893	1.61293664015876e-06	6.70968582090335e-05	AC009021.1
ENSG00000125997	65.1878386254874	0.503927292552527	0.105109995904054	4.79428515069605	1.63255921994663e-06	6.77303337212043e-05	BPIFB9P
ENSG00000132016	16.2022892773674	0.725963051362701	0.151759870364418	4.78362988594717	1.72157556639347e-06	7.08512240775415e-05	C19orf57
ENSG00000173262	46.2311318958419	2.38522189706861	0.498836221689339	4.7815731764444	1.73928666945265e-06	7.14031985109599e-05	SLC2A14
ENSG00000166897	291.394007325412	1.53669598094351	0.32201681289657	4.77209859671856	1.82316209431531e-06	7.42390641443454e-05	ELFN2
ENSG00000254693	4.29501156864525	1.11784678784514	0.235025777224624	4.75627312478482	1.97199629540078e-06	7.97726847844214e-05	AC010768.1
ENSG00000230212	3.54507495891369	1.52375807349	0.320630972526986	4.75237330155856	2.01042749092229e-06	8.10084018401041e-05	AP000688.1
ENSG00000160999	1131.09745068934	0.771674704519319	0.162449973993729	4.75022978181029	2.03185636751243e-06	8.15506175722938e-05	SH2B2
ENSG00000174791	79.7510273520966	0.842963610508784	0.177813023241233	4.74073043213019	2.12949104513883e-06	8.481053498883e-05	RIN1
ENSG00000082438	8149.16743795005	1.47443445752009	0.311137754855781	4.73884777565333	2.14936889023548e-06	8.54894142471078e-05	COBLL1
ENSG00000081059	5307.91674270541	1.233732655086	0.260644466649296	4.73339285098278	2.20797545838785e-06	8.74818039907527e-05	TCF7
ENSG00000131584	2445.23411784389	0.83149507128286	0.175985194046486	4.72480128676748	2.30340480867892e-06	9.06800168933941e-05	ACAP3
ENSG00000170734	651.061445255763	0.594759614590739	0.125905395296514	4.72386122286538	2.31408360008227e-06	9.08683146146953e-05	POLH
