X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000267365	26.2856534205693	-2.451806724433	0.371807173623914	-6.59429644817188	4.27277189305229e-11	7.74754080019628e-09	KCNJ2-AS1
ENSG00000128262	18.149654393114	-2.50584038907618	0.380367920094221	-6.58793830051561	4.45975889858879e-11	8.03930222508768e-09	POM121L9P
ENSG00000167601	18.5167833779047	-1.95249395997026	0.297231440600198	-6.56893482071614	5.06764591007627e-11	9.07978298374284e-09	AXL
ENSG00000230696	1.60057410400506	-3.22053405227274	0.493001188667013	-6.53250768214269	6.4677478364362e-11	1.12637472914207e-08	AC011753.2
ENSG00000133878	210.918022868283	-2.46137482682079	0.377200532468286	-6.52537474089524	6.78317251309284e-11	1.17467018379824e-08	DUSP26
ENSG00000111732	25.4477929927088	-3.82557223112728	0.586592344366375	-6.52168796246324	6.95205288072864e-11	1.19719011200257e-08	AICDA
ENSG00000137266	212.720215755646	-1.18657015943558	0.18247854426378	-6.50251877130466	7.89861612761541e-11	1.35263801185414e-08	SLC22A23
ENSG00000170677	48.8214714540486	-2.1517354299058	0.331809624737544	-6.48484935181669	8.88204885297185e-11	1.51264727012628e-08	SOCS6
ENSG00000128266	269.68150954244	-1.60607116952349	0.247841301472209	-6.4802402181687	9.15767005000423e-11	1.55101746863396e-08	GNAZ
ENSG00000211685	1188.99634897995	-4.24263537966611	0.657528540580621	-6.45239729962096	1.1009449100556e-10	1.8544604837412e-08	IGLC7
ENSG00000042317	80.6858237786394	-1.42374952072566	0.220774425584163	-6.44888789522816	1.12673864915017e-10	1.88759341630728e-08	SPATA7
ENSG00000114529	20.1154807177182	-2.24702617547266	0.348794863777675	-6.44225706518698	1.17709685325294e-10	1.93596888629205e-08	C3orf52
ENSG00000197421	15.2552983623334	-2.51639954273061	0.390681984719916	-6.44104320432037	1.18655087197613e-10	1.93596888629205e-08	GGT3P
ENSG00000164411	38.3706283022466	-1.59232737704307	0.2472505681396	-6.44013637268578	1.19366202270653e-10	1.93655957104889e-08	GJB7
ENSG00000141639	63.5956994770961	-3.87382532315995	0.602196274684566	-6.43282844150618	1.25250996519864e-10	2.01086560819e-08	MAPK4
ENSG00000257548	2.10125551650442	-2.54584135935085	0.395836435366372	-6.4315488214078	1.26310197868242e-10	2.01736365248113e-08	AC078929.1
ENSG00000136153	4347.65415582674	-0.968417865156645	0.150609757259358	-6.4299809174314	1.27619965702133e-10	2.02777600142694e-08	LMO7
ENSG00000154553	7.04415859936063	-3.10647134451632	0.483352306617871	-6.42692980251409	1.30206911726301e-10	2.05827079690422e-08	PDLIM3
ENSG00000134245	381.209964457451	-1.217415519345	0.189566661011792	-6.42209718126158	1.34409564311197e-10	2.11386470402686e-08	WNT2B
ENSG00000231265	72.0185852393278	-1.10410280878465	0.172143913134881	-6.41383589275993	1.41902960344748e-10	2.19806972493812e-08	TRERNA1
ENSG00000164050	179.709873498717	-1.60532806971376	0.250550204097196	-6.40721118347606	1.48205472280611e-10	2.28421684152492e-08	PLXNB1
ENSG00000197210	31.7739248053555	-3.12947512557529	0.488946719012662	-6.4004420193159	1.54927776032821e-10	2.36418252287708e-08	AP000550.1
ENSG00000115085	8361.86392426306	-1.4249210654135	0.222795498584326	-6.39564566819193	1.5987034730531e-10	2.41568796847362e-08	ZAP70
ENSG00000166562	2498.20736420173	-0.652966783765399	0.102165109195693	-6.39128944221719	1.64492674984431e-10	2.47340814946101e-08	SEC11C
ENSG00000124785	7.88409540092619	-2.32643115927509	0.364605329169655	-6.38068336678803	1.76299488031977e-10	2.63807364979888e-08	NRN1
ENSG00000197653	142.631488400844	-1.23880373158348	0.194704645867985	-6.36247648873989	1.98526435061882e-10	2.92802744535048e-08	DNAH10
ENSG00000118898	30.1527348327955	-1.21084613744707	0.190573417426942	-6.35369902998804	2.10197911964942e-10	3.08540506491398e-08	PPL
ENSG00000260585	3.61485248503972	-4.08445925809574	0.643054557191994	-6.35165276789456	2.13013723675549e-10	3.1119184987198e-08	AL359851.1
ENSG00000188641	394.731933124984	-1.84723948934709	0.291581656734672	-6.33523902029271	2.36973615665548e-10	3.39754032692582e-08	DPYD
ENSG00000250064	9.25048375914021	-4.51618677202486	0.712962000237923	-6.33440038952674	2.38266040960046e-10	3.40025495953399e-08	AC097480.1
ENSG00000231530	1.68870683426553	-3.39589163496408	0.536832804626194	-6.32579008901795	2.51940113460827e-10	3.57882672692626e-08	AL157932.1
ENSG00000173641	12.3061925357584	-1.61423575743389	0.255920387331463	-6.30756999966226	2.83450395265561e-10	3.98966138541594e-08	HSPB7
ENSG00000184194	17.9874566913851	-2.22566281612389	0.353062197340714	-6.30388309166973	2.90279482121667e-10	4.067211380182e-08	GPR173
ENSG00000129521	58.5535018360566	-3.07614425470742	0.488433772653846	-6.29797615753218	3.01556880964982e-10	4.20610445961338e-08	EGLN3
ENSG00000249069	17.3530685592376	-1.99640312170464	0.31742321304683	-6.28940493211538	3.18685197736929e-10	4.42498703614453e-08	LINC01033
ENSG00000060982	1608.68148944729	-1.98085430151694	0.315264755233997	-6.28314541549914	3.31790442964978e-10	4.5658216091051e-08	BCAT1
ENSG00000143816	571.312986871546	-2.32655114697764	0.370279725449552	-6.28322586161856	3.31618725368457e-10	4.5658216091051e-08	WNT9A
ENSG00000147799	98.0822409568973	-2.10486480061113	0.335516564546468	-6.27350486690981	3.53009887916334e-10	4.83623546445378e-08	ARHGAP39
ENSG00000112280	32.5309862739266	-1.06178158607244	0.169304864483073	-6.27141806772241	3.57774549031266e-10	4.87982321853486e-08	COL9A1
ENSG00000198130	1136.05080837377	-0.71051216375415	0.113338757030498	-6.26892496767861	3.63549246739165e-10	4.93674252455276e-08	HIBCH
ENSG00000135472	18.3823027948128	-3.39841543204821	0.544069938702583	-6.24628414529251	4.2033221968756e-10	5.65796535889477e-08	FAIM2
ENSG00000178773	171.446016178763	-2.00014911366596	0.320297611747648	-6.24465821881248	4.24727807740609e-10	5.69227594504533e-08	CPNE7
ENSG00000128536	62.503445769387	-2.05261361401398	0.329563718208102	-6.22827544601817	4.71597407776673e-10	6.23905154279654e-08	CDHR3
ENSG00000231671	3.9843297117709	-3.31197028935039	0.531722740306932	-6.2287542703902	4.70158542541718e-10	6.23905154279654e-08	LINC01307
ENSG00000129028	5.22587521554375	-2.77569981172496	0.446687866030718	-6.21395838751993	5.16662157963957e-10	6.77706851882509e-08	THAP10
ENSG00000183018	48.4061477673757	-0.929811602955883	0.149617878651059	-6.21457549952573	5.14635853810061e-10	6.77706851882509e-08	SPNS2
ENSG00000258601	3.40337899662452	-4.59040168148095	0.740870614707214	-6.19595593394541	5.79323343653526e-10	7.53487007093668e-08	AL162464.1
ENSG00000233926	7.51625578094216	-1.47694459963533	0.238561091108057	-6.19105400958424	5.97632253634411e-10	7.74034210852131e-08	AL591368.1
ENSG00000029153	11.0550567588652	-2.48980136827297	0.402305029093072	-6.18883978131172	6.06086465443052e-10	7.81699384823518e-08	ARNTL2
ENSG00000124391	41.4109376642971	-1.13728907218512	0.183900939058667	-6.18424831328519	6.23990810155376e-10	8.00854742202672e-08	IL17C
ENSG00000242076	34.0417691871611	-5.15809097471793	0.834142176749016	-6.18370718864865	6.26134607853509e-10	8.00854742202672e-08	IGKV1-33
ENSG00000173404	35.9287949511691	-2.46406856541335	0.398889532366382	-6.17732070028373	6.51985521856224e-10	8.30473293851988e-08	INSM1
ENSG00000066248	10.7541678922869	-1.7578285809911	0.284684171824398	-6.17466215183676	6.63051005174853e-10	8.41092478786619e-08	NGEF
ENSG00000270362	35.5674557314918	-0.826875741897228	0.134108314978547	-6.1657306038742	7.01584418897755e-10	8.82707743368298e-08	HMGN3-AS1
ENSG00000176293	287.396055347437	-1.38756312468851	0.226083526870502	-6.13739153796595	8.38874548213039e-10	1.04689505865048e-07	ZNF135
ENSG00000166813	9.05469161430278	-1.80793376437418	0.295131951955755	-6.12584897159904	9.02013367592342e-10	1.11664907855558e-07	KIF7
ENSG00000158089	147.209915976464	-1.05192756975475	0.171930965901715	-6.11831361638536	9.45708079156878e-10	1.16141241195262e-07	GALNT14
ENSG00000236908	10.4782227885237	-2.80290093785678	0.45949036496821	-6.10002113548278	1.06054441145975e-09	1.29727307473201e-07	LINC02827
ENSG00000173950	396.442828091246	-0.811354204390246	0.133101821260848	-6.0957408148472	1.08931788296705e-09	1.32197731269525e-07	XXYLT1
ENSG00000187642	8.87209692907525	-1.45912978473369	0.239770500511897	-6.08552670832537	1.16108966101026e-09	1.40355250198593e-07	PERM1
ENSG00000233585	58.6602397979623	-1.42809307143625	0.23502936708547	-6.07623246892765	1.23039004694518e-09	1.48151457801114e-07	AC231533.2
ENSG00000121900	17.9318691768948	-1.99285004230088	0.328343776275016	-6.06940099462002	1.28388210689317e-09	1.52801799015375e-07	TMEM54
ENSG00000267750	26.2657957184592	-1.31262434822545	0.216358027234287	-6.0669084711336	1.30395817515426e-09	1.54001956893219e-07	RUNDC3A-AS1
ENSG00000237476	15.1380974309387	-1.44476995889079	0.238324686300113	-6.06219179943217	1.34278948518016e-09	1.57982770536941e-07	LINC01637
ENSG00000123685	42.6604336245301	-1.11064400150335	0.183292274039198	-6.0594152553633	1.36617281288602e-09	1.60122726073048e-07	BATF3
ENSG00000124196	316.930817829437	-1.9742373466772	0.326001053116114	-6.05592321805791	1.39614589305884e-09	1.63015898308859e-07	GTSF1L
ENSG00000183032	4.89764854431716	-3.83886228315381	0.63551340544572	-6.04056853916623	1.53572131704563e-09	1.75979961330601e-07	SLC25A21
ENSG00000234261	1.6873851019524	-3.47467540098279	0.575779199586771	-6.03473589090491	1.59222883824986e-09	1.81779459033526e-07	AL138720.1
